baseline,brooks_parameters,constraint_checks,constraint_passed,maximum_available_score,missing_components,parameter_set_id,robust_score,train,trial_index,validation
True,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.08, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 14, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 1, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.03}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 1.5, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.75, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-f03199f3e7189f9b,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",1,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.08, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 14, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 2, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.03}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 1.5, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.75, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-2e5925b343f679d2,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",2,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.1, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 14, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 1, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.03}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 1.5, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.75, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-22cfbed6449b3153,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",3,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.08, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 14, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 1, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.03}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 1.5, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.85, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-7072aec611bbfd85,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",4,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.08, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 14, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 1, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.04}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 1.5, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.75, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-715872dfb6143d18,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",5,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.08, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 14, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 1, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.03}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 2.0, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.75, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-e8bd775c31256b54,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",6,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.08, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 12, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 1, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.03}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 1.5, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.75, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-81d44697b92cec0a,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",7,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
False,"{""compact_structure"": {""enabled"": true, ""long_shadow_ratio_min"": 0.45, ""max_direction_changes"": 3, ""max_long_shadow_bar_count"": 2, ""middle_zone_high"": 0.7, ""middle_zone_low"": 0.35}, ""context"": {""allow_grade_b_watch_only"": true, ""allowed_start_grades"": [""S"", ""A""], ""close_below_ma20_atr_tolerance"": 0.5, ""lower_high_low_window_days"": 10, ""ma20_slope_window_days"": 10, ""max_lower_high_low_sequence"": 2, ""require_ma20_above_ma50"": false, ""require_ma20_slope_positive"": true}, ""enabled"": true, ""failed_breakout"": {""enabled"": true, ""max_break_distance_atr"": 0.8, ""recovery_days"": 2, ""require_reclaim_support"": true}, ""mode"": ""independent_path"", ""price_stability"": {""atr_contraction_max"": 0.8, ""avg_body_ratio_max"": 0.025, ""close_range_max"": 0.1, ""compact_window_days"": 5, ""low_similarity_tolerance"": 0.02, ""max_body_ratio_max"": 0.04, ""max_lower_low_count"": 1, ""premium_atr_contraction_max"": 0.65, ""premium_close_range_max"": 0.05}, ""scoring"": {""context_points"": 4, ""pass_score_min"": 12, ""premium_score_min"": 17, ""price_stability_points"": 4, ""selling_pressure_points"": 6, ""setup_points"": 4, ""volume_dry_points"": 2}, ""second_entry"": {""enabled"": true, ""low_similarity_tolerance"": 0.02, ""max_separation_days"": 15, ""min_separation_days"": 2, ""signal_bar_close_position_min"": 0.55, ""signal_bar_max_body_ratio"": 0.03}, ""selling_pressure"": {""bear_follow_through_close_position_max"": 0.35, ""max_bear_follow_through_count"": 1, ""max_consecutive_bear_bars"": 2, ""max_strong_bear_bar_count"": 2, ""require_bear_body_contracting"": false, ""strong_bear_body_ratio_min"": 0.03, ""strong_bear_close_position_max"": 0.25, ""window_days"": 7}, ""support"": {""consecutive_close_break_days"": 2, ""effective_break_pct"": 0.03, ""support_distance_atr"": 0.8, ""support_distance_pct"": 0.04}, ""trade_trigger"": {""breakout_follow_through_days"": 2, ""enabled"": true, ""max_trigger_distance_atr"": 2.0, ""trigger_valid_days"": 3}, ""volume_dry"": {""baseline_window_days"": 20, ""premium_tail_volume_ratio_max"": 0.6, ""reject_high_volume_decline"": true, ""require_volume_slope_negative"": false, ""tail_volume_ratio_max"": 0.85, ""tail_window_days"": 5}}","{""max_drawdown_pct"": true, ""min_expectancy_r"": true, ""min_profit_factor"": true, ""min_total_trades"": false}",False,75,"[""rolling_window_consistency"", ""box_incremental_value""]",s6ps-15bb844da7d3fed2,65.05,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.07037548, ""avg_win_r"": 1.277843, ""expectancy_r"": 1.277843, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.07037548, ""net_profit"": 92.530631, ""net_return"": 0.011381267613000068, ""profit_factor"": Infinity, ""single_month_profit_concentration"": 1.0, ""top5_profit_concentration"": 1.0, ""trades"": 1, ""win_rate"": 1.0, ""wins"": 1}",8,"{""avg_loss_r"": 0.0, ""avg_net_return"": 0.0, ""avg_win_r"": 0.0, ""expectancy_r"": 0.0, ""losses"": 0, ""max_drawdown"": 0.0, ""median_net_return"": 0.0, ""net_profit"": 0.0, ""net_return"": 0.0, ""profit_factor"": 0.0, ""single_month_profit_concentration"": 0.0, ""top5_profit_concentration"": 0.0, ""trades"": 0, ""win_rate"": 0.0, ""wins"": 0}"
