box_quality_tag,box_status,brooks_setup_types,brooks_status,candidate_type,code,commission,compact_kline_pass,entry_archetype,entry_date,entry_price,exit_date,exit_price,exit_reason,intraday_stop_breach,market_status,multi_path_confirmed,net_profit,net_return,parameter_set_id,passed_path_count,path_evidence_band,path_evidence_score,pattern_type,r_multiple,score_model_version,setup_id,setup_quality_band,setup_quality_score,signal_date,slippage,start_event_quality_score,start_quality_band,stop_loss_price,support_reaction_band,support_reaction_score,tail_path,tail_path_summary,tail_paths,tail_primary_path,tax,total_score,trade_id
NONE,BOX_BREAKOUT_READY,[],BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,600143,10.0,False,SUPPORT_PULLBACK,2025-03-10,12.224212,2025-03-13,11.41857,STOP,False,MARKET_STRONG,True,-91.158773,-0.07457231,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.014392,S6_QUALITY_V2,s6setup-4de9f8af7c03ac882079,15-19,16,2025-03-07,0.023643,18,15-19,11.43,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.594571,75,s6trade-5fe6109443d115c4bc81
NONE,BOX_FORMING,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,600183,10.0,True,SUPPORT_PULLBACK,2025-02-14,29.63961,2025-03-03,27.90207,STOP,False,MARKET_NEUTRAL,False,-185.20663,-0.06248619,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.016337,S6_QUALITY_V2,s6setup-cddc9fa2ae414bb11d69,15-19,19,2025-02-13,0.057542,20,20-24,27.93,05-09,5,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,1.4526459999999999,67,s6trade-5d0a9cb7547217009552
BOX_COMPACT_READY,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",BROOKS_SUPPORT_READY,WATCH_CANDIDATE,600208,10.0,True,SUPPORT_PULLBACK,2025-09-04,4.96496,2025-09-05,4.5954,STOP,True,MARKET_STRONG,True,-47.195331,-0.09505682,s6ps-92f310712192eee3,3,15-19,15,VCP,-1.012604,S6_QUALITY_V2,s6setup-90102600678e03aa4eb9,10-14,13,2025-09-03,0.00956,16,15-19,4.6,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.23933000000000001,74,s6trade-15445befdf0ef124af50
BOX_COMPACT_READY,BOX_SUPPORT_READY,[],BROOKS_FAILED,WATCH_CANDIDATE,600550,10.0,True,SUPPORT_PULLBACK,2025-06-11,8.82882,2025-06-19,8.31168,STOP,False,MARKET_STRONG,True,-62.146726,-0.07039075,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.016352,S6_QUALITY_V2,s6setup-b495a3465d15fcca0340,15-19,16,2025-06-10,0.017141,19,15-19,8.32,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.432725,73,s6trade-485630eabad236f0dd51
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED_BREAKOUT_READY,WATCH_CANDIDATE,600601,10.0,False,FAILED_BREAKOUT_RECLAIM,2024-11-11,4.15415,2024-11-14,3.96603,STOP,False,MARKET_STRONG,True,-29.01842,-0.06985405,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.021559,S6_QUALITY_V2,s6setup-c2aab5f2f69a98a60459,15-19,16,2024-11-08,0.00812,20,20-24,3.97,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.206422,69,s6trade-7e45e4a4704b06f3925f
NONE,BOX_BREAKOUT_READY,[],BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,600601,10.0,False,SUPPORT_PULLBACK,2025-02-12,5.37537,2025-02-14,4.98501,STOP,False,MARKET_NEUTRAL,False,-49.29561,-0.09170645,s6ps-92f310712192eee3,1,00-04,3,UNKNOWN,-1.012949,S6_QUALITY_V2,s6setup-f532cfcef1961d07d7a5,15-19,15,2025-02-11,0.01036,19,15-19,4.99,05-09,8,BOX,BOX,"[""BOX""]",BOX,0.259611,61,s6trade-5b30dbbd0f9613a67b45
NONE,BOX_FORMING,[],BROOKS_FAILED,WATCH_CANDIDATE,600825,10.0,False,SUPPORT_PULLBACK,2024-12-23,7.582575,2024-12-24,6.968025,STOP_GAP,True,MARKET_STRONG,False,-71.81795,-0.09471446,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.222803,S6_QUALITY_V2,s6setup-ef480f29234cb939a9f5,15-19,15,2024-12-20,0.014551,20,20-24,7.08,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,0.362952,70,s6trade-a2b2d7bf4afb79fb3518
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,600875,10.0,True,SUPPORT_PULLBACK,2025-08-12,20.14012,2025-09-02,19.34064,STOP,False,MARKET_STRONG,True,-90.954514,-0.04516086,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.024817,S6_QUALITY_V2,s6setup-e0c9722e2f4a7fd1af50,10-14,11,2025-08-11,0.039481,12,10-14,19.36,05-09,6,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,1.006513,62,s6trade-6b1e6d2e36b9e5492ed1
BOX_COMPACT_READY,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,601138,10.0,True,SUPPORT_PULLBACK,2024-07-03,27.17715,2024-07-05,26.34363,STOP,False,MARKET_WEAK,True,-94.722695,-0.0348538,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.032671,S6_QUALITY_V2,s6setup-e7c90a3f467ca60587d1,15-19,15,2024-07-02,0.053521,20,20-24,26.37,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,1.370703,78,s6trade-e064d77cfc61b7e9116e
NONE,BOX_SUPPORT_READY,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,KEY_CANDIDATE,601162,10.0,False,SUPPORT_PULLBACK,2024-11-13,5.73573,2024-11-15,5.24475,STOP,False,MARKET_STRONG,True,-59.371218,-0.10351118,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.010808,S6_QUALITY_V2,s6setup-adc07951111fdde0573e,15-19,17,2024-11-12,0.01098,20,20-24,5.25,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.273218,77,s6trade-c8d76a4f13c2d5247713
BOX_COMPACT_READY,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",BROOKS_FAILED_BREAKOUT_READY,KEY_CANDIDATE,601318,10.0,True,FAILED_BREAKOUT_RECLAIM,2024-10-28,53.528475,2024-10-30,51.92802,STOP,False,MARKET_STRONG,True,-172.747362,-0.03227205,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.033569,S6_QUALITY_V2,s6setup-f734cdfceb94a9b0a963,15-19,19,2024-10-25,0.105456,20,20-24,51.98,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,2.7018570000000004,78,s6trade-e6f59df91cebfa799e91
NONE,BOX_SUPPORT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,KEY_CANDIDATE,601606,10.0,False,SUPPORT_PULLBACK,2025-08-28,62.33227,2025-09-05,52.73721,STOP_GAP,False,MARKET_STRONG,True,-972.257937,-0.15597987,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-2.367823,S6_QUALITY_V2,s6setup-da2acabd5c9520fdb53f,15-19,19,2025-08-27,0.115069,20,20-24,58.28,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.751929,78,s6trade-71e4b25c4e743aff0c53
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,601615,10.0,False,SUPPORT_PULLBACK,2024-12-16,14.45444,2024-12-17,13.85613,STOP_GAP,True,MARKET_STRONG,True,-70.552122,-0.04881,s6ps-92f310712192eee3,2,15-19,15,PLATFORM,-1.023732,S6_QUALITY_V2,s6setup-8d97ee6c589ea1ecf708,10-14,14,2024-12-13,0.028311,20,20-24,13.87,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.7211179999999999,73,s6trade-db46f5ed6fe452404559
BOX_COMPACT_READY,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,601899,10.0,True,SUPPORT_PULLBACK,2025-11-03,30.14011,2025-11-04,29.31066,STOP,True,MARKET_STRONG,True,-94.469985,-0.03134361,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.03667,S6_QUALITY_V2,s6setup-4558a4761f57a6ac7229,10-14,11,2025-10-31,0.059451,10,10-14,29.34,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,1.524984,62,s6trade-8f053389b0417b9f18be
NONE,BOX_SUPPORT_READY,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,603099,10.0,False,SUPPORT_PULLBACK,2024-11-25,38.91888,2024-12-13,53.29665,TARGET,False,MARKET_NEUTRAL,True,1425.019967,0.36615133,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,4.522904,S6_QUALITY_V2,s6setup-1bdf904a66cbfa505935,15-19,15,2024-11-22,0.092216,20,20-24,35.74,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.757049,74,s6trade-8da927d8f09cfec94219
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,603099,10.0,False,SUPPORT_PULLBACK,2024-11-26,41.43139,2024-12-16,55.67427,TARGET,False,MARKET_NEUTRAL,True,1411.407201,0.34066132,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,5.120778,S6_QUALITY_V2,s6setup-c369fccea6b46eb79a8e,15-19,19,2024-11-25,0.097106,20,20-24,38.65,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.8808190000000002,79,s6trade-4b181f38d13d0ca1f2ff
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_FAILED_BREAKOUT_READY,WATCH_CANDIDATE,603119,10.0,False,FAILED_BREAKOUT_RECLAIM,2025-10-09,84.138054,2025-10-10,81.07884,STOP,True,MARKET_STRONG,True,-320.140584,-0.03804944,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.027253,S6_QUALITY_V2,s6setup-2374b9d39f87fc8f74cb,15-19,17,2025-09-30,0.165217,20,20-24,81.16,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,4.219159,76,s6trade-019b50f95f66eb29d8d7
NONE,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,603486,10.0,False,SUPPORT_PULLBACK,2025-08-13,87.63755,2025-09-10,95.81409,MAX_HOLDING,False,MARKET_STRONG,True,802.679857,0.09159086,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,2.229428,S6_QUALITY_V2,s6setup-47bc24e67bfced45806f,10-14,12,2025-08-12,0.183452,20,20-24,83.97,05-09,7,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,4.974156,67,s6trade-bf8ca28296303bdc40f8
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,603486,10.0,False,SUPPORT_PULLBACK,2025-08-14,88.26818,2025-09-11,99.43047,MAX_HOLDING,False,MARKET_STRONG,True,1101.069811,0.12474142,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,2.633746,S6_QUALITY_V2,s6setup-470f43d1726fab973716,10-14,13,2025-08-13,0.187699,20,20-24,84.03,05-09,7,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,5.159222000000001,68,s6trade-345abcf0585cabb1dfc2
BOX_COMPACT_READY,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_SUPPORT_READY,WATCH_CANDIDATE,603486,10.0,True,SUPPORT_PULLBACK,2025-08-25,90.26017,2025-09-04,86.88303,STOP,False,MARKET_STRONG,True,-352.235259,-0.03902444,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.026433,S6_QUALITY_V2,s6setup-9b0e96c5666bd9a19e0b,10-14,12,2025-08-22,0.177143,20,20-24,86.97,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,4.521294,73,s6trade-02a200820b839614aa46
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,603501,10.0,False,SUPPORT_PULLBACK,2025-03-11,142.20206,2025-03-13,137.71215,STOP,False,MARKET_STRONG,True,-466.156555,-0.03278128,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.031675,S6_QUALITY_V2,s6setup-73b4f0b831cf8dc1216c,10-14,14,2025-03-10,0.279914,20,20-24,137.85,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,7.165521,73,s6trade-1e50219bedd2db1f7f39
NONE,BOX_SUPPORT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,603516,10.0,False,SUPPORT_PULLBACK,2024-12-17,51.27122,2024-12-18,43.956,STOP_GAP,True,MARKET_WEAK,True,-743.815019,-0.14507457,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-2.75919,S6_QUALITY_V2,s6setup-969ad53bd0cfbb95a565,10-14,13,2024-12-16,0.095227,20,20-24,48.62,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.293027,70,s6trade-23f858b23b75b43217ef
NONE,BOX_FORMING,[],BROOKS_FAILED,WATCH_CANDIDATE,603803,10.0,False,SUPPORT_PULLBACK,2025-02-26,12.13212,2025-02-28,11.29869,STOP,False,MARKET_STRONG,False,-93.931362,-0.0774237,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.013757,S6_QUALITY_V2,s6setup-8b7719fa7327e4105290,10-14,13,2025-02-25,0.023431,18,15-19,11.31,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,0.588366,65,s6trade-73c9761a8dbcd0c38c36
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,603809,10.0,True,SUPPORT_PULLBACK,2025-05-27,15.09508,2025-06-05,13.99599,STOP,False,MARKET_NEUTRAL,True,-120.637887,-0.07991868,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.012911,S6_QUALITY_V2,s6setup-0c5c48493352cb408045,15-19,15,2025-05-26,0.029091,20,20-24,14.01,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.728891,74,s6trade-4102f87c704733bbbb5d
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,603893,10.0,False,SUPPORT_PULLBACK,2024-11-11,89.77969,2024-11-15,86.05386,STOP,False,MARKET_STRONG,True,-387.061521,-0.04311237,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.023667,S6_QUALITY_V2,s6setup-28b89b9aa2e85004ddb0,10-14,14,2024-11-08,0.175834,18,15-19,86.14,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,4.478527,73,s6trade-1c303776c22d919cbf9f
NONE,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,605499,12.48441,False,SUPPORT_PULLBACK,2025-04-25,213.290077,2025-05-12,202.85694,STOP,False,MARKET_WEAK,True,-1066.357177,-0.04999563,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.019849,S6_QUALITY_V2,s6setup-2b970302ad49532611b6,10-14,12,2025-04-24,0.416147,0,00-04,203.06,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,10.558994,53,s6trade-d9aa094b77553b459467
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_SUPPORT_READY,WATCH_CANDIDATE,688017,10.37537,False,SUPPORT_PULLBACK,2025-10-10,179.179,2025-10-13,159.84,STOP_GAP,False,MARKET_STRONG,True,-1952.606378,-0.10897518,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-2.118414,S6_QUALITY_V2,s6setup-9fc8b9246cea1f486934,15-19,17,2025-10-09,0.339019,19,15-19,170.05,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",BROOKS,8.331019,74,s6trade-10b3be7fa7d917951fbc
NONE,BOX_SUPPORT_READY,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,688063,10.0,False,SUPPORT_PULLBACK,2025-09-17,59.007949,2025-09-30,72.94698,TARGET,False,MARKET_STRONG,True,1380.123819,0.23388778,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,5.264086,S6_QUALITY_V2,s6setup-6fd60e456ad516bcb45b,10-14,14,2025-09-16,0.131955,20,20-24,56.36,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,3.779304,70,s6trade-8248e503ae6cb6845e04
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,688070,10.0,False,SUPPORT_PULLBACK,2025-03-19,47.9479,2025-03-21,45.87408,STOP,False,MARKET_STRONG,True,-219.769535,-0.04583507,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.022644,S6_QUALITY_V2,s6setup-414023d3ba4d311ce03e,15-19,15,2025-03-18,0.093822,0,00-04,45.92,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.387526,65,s6trade-1cb8d307712f5e2eb91c
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",BROOKS_SUPPORT_READY,WATCH_CANDIDATE,688113,10.0,True,SUPPORT_PULLBACK,2025-05-29,33.545512,2025-06-24,35.14482,TARGET,False,MARKET_NEUTRAL,True,148.104878,0.04415043,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,1.515196,S6_QUALITY_V2,s6setup-be6205f9367a75d16709,15-19,19,2025-05-28,0.06869,20,20-24,32.49,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,1.825931,72,s6trade-cfc5711f53e6536b329b
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,688116,10.0,False,SUPPORT_PULLBACK,2024-12-05,42.343301,2024-12-18,39.95001,STOP,False,MARKET_NEUTRAL,True,-251.408904,-0.05937395,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.016993,S6_QUALITY_V2,s6setup-ae1919e95f7b3d37f2ad,15-19,16,2024-12-04,0.082293,20,20-24,39.99,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.079793,76,s6trade-6611e61501b6a9f6e0e7
NONE,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,688117,10.0,False,SUPPORT_PULLBACK,2025-05-14,16.107091,2025-05-16,17.42256,TARGET,False,MARKET_NEUTRAL,True,120.64224,0.07490008,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,2.240656,S6_QUALITY_V2,s6setup-45220c57334d58bf17cd,10-14,13,2025-05-13,0.03353,20,20-24,15.52,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.904658,59,s6trade-8565d6a121b953e3b8e3
BOX_COMPACT_READY,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,688118,10.0,True,SUPPORT_PULLBACK,2025-08-19,31.2312,2025-09-02,29.01096,STOP,False,MARKET_STRONG,True,-233.534796,-0.07477612,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.013253,S6_QUALITY_V2,s6setup-5432c73552dd1d9dabb9,15-19,15,2025-08-18,0.060242,16,15-19,29.04,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,1.5107899999999999,72,s6trade-94e932afb27c7a650013
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",SECOND_ENTRY_LONG_READY,WATCH_CANDIDATE,688131,10.0,False,SUPPORT_PULLBACK,2025-09-29,79.5795,2025-10-13,74.31561,STOP,False,MARKET_STRONG,True,-540.2587,-0.06788918,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.014335,S6_QUALITY_V2,s6setup-de8a35130200259e121c,10-14,13,2025-09-26,0.153895,20,20-24,74.39,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,3.8696759999999997,68,s6trade-2f07244430bc6ab64810
NONE,BOX_FORMING,[],BROOKS_FAILED,WATCH_CANDIDATE,688141,10.0,False,SUPPORT_PULLBACK,2025-09-23,50.56051,2025-10-29,52.0479,MAX_HOLDING,False,MARKET_STRONG,False,136.034013,0.02690519,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,0.548749,S6_QUALITY_V2,s6setup-1533be6620f7e49b28f6,15-19,15,2025-09-22,0.102608,19,15-19,47.85,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,2.705003,69,s6trade-166b91c42ff7638e0bed
NONE,BOX_FORMING,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,688141,10.0,False,SUPPORT_PULLBACK,2025-10-09,58.10805,2025-10-13,52.95699,STOP_GAP,False,MARKET_STRONG,False,-527.864915,-0.09084196,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.435615,S6_QUALITY_V2,s6setup-c574c8c75e7f1b14f9b7,10-14,14,2025-09-30,0.111065,19,15-19,54.52,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,2.758914,70,s6trade-3ffec0d3d366743e4219
BOX_COMPACT_READY,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,688141,10.0,True,SUPPORT_PULLBACK,2025-10-10,58.3583,2025-10-13,52.95699,STOP_GAP,False,MARKET_STRONG,True,-552.890152,-0.09474062,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.575507,S6_QUALITY_V2,s6setup-a002f9a0d0eff15e47b7,10-14,13,2025-10-09,0.111315,19,15-19,54.93,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,2.7591639999999997,70,s6trade-50a54dc59231ad284390
BOX_COMPACT_READY,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,688166,10.0,True,SUPPORT_PULLBACK,2025-08-18,113.247134,2025-08-21,107.46243,STOP,False,MARKET_STRONG,True,-594.064228,-0.05245733,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.018948,S6_QUALITY_V2,s6setup-43f97e3badd8202b13e5,10-14,12,2025-08-15,0.22071,20,20-24,107.57,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,5.593832000000001,62,s6trade-9b5e61af006423769491
