box_quality_tag,box_status,brooks_setup_types,brooks_status,candidate_type,code,commission,compact_kline_pass,entry_archetype,entry_date,entry_price,exit_date,exit_price,exit_reason,intraday_stop_breach,market_status,multi_path_confirmed,net_profit,net_return,parameter_set_id,passed_path_count,path_evidence_band,path_evidence_score,pattern_type,r_multiple,score_model_version,setup_id,setup_quality_band,setup_quality_score,signal_date,slippage,start_event_quality_score,start_quality_band,stop_loss_price,support_reaction_band,support_reaction_score,tail_path,tail_path_summary,tail_paths,tail_primary_path,tax,total_score,trade_id
NONE,BOX_FORMING,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,002463,10.0,False,SUPPORT_PULLBACK,2024-07-04,37.2372,2024-07-18,35.39457,STOP_GAP,False,MARKET_WEAK,False,-196.105357,-0.05266383,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.066831,S6_QUALITY_V2,s6setup-36dae2d212a409c0fe1f,10-14,12,2024-07-03,0.072632,17,15-19,35.51,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,1.8423610000000001,64,s6trade-dcf1877c3fa1e507073c
NONE,BOX_SUPPORT_READY,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,WATCH_CANDIDATE,002600,10.0,False,SUPPORT_PULLBACK,2024-11-11,8.48848,2024-11-25,7.8921,STOP,False,MARKET_STRONG,True,-70.048983,-0.08252241,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.013424,S6_QUALITY_V2,s6setup-683787f79104f8ee2e19,15-19,15,2024-11-08,0.016381,20,20-24,7.9,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.41098599999999996,73,s6trade-14eb7d03f4bc071225e4
NONE,BOX_FORMING,[],BROOKS_FAILED,WATCH_CANDIDATE,002664,10.0,False,SUPPORT_PULLBACK,2025-03-11,18.89888,2025-03-13,18.00198,STOP,False,MARKET_STRONG,False,-100.626992,-0.05324495,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.020503,S6_QUALITY_V2,s6setup-b8d6629bc011aa8e560c,05-09,8,2025-03-10,0.036901,20,20-24,18.02,05-09,5,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,0.9369999999999999,58,s6trade-3032dd7e60348fb5304c
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",SECOND_ENTRY_LONG_READY,WATCH_CANDIDATE,002664,10.0,False,SUPPORT_PULLBACK,2025-09-15,28.76874,2025-10-21,31.92804,MAX_HOLDING,False,MARKET_STRONG,True,304.272895,0.10576511,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,1.638012,S6_QUALITY_V2,s6setup-e418b71eb2c883153270,10-14,12,2025-09-12,0.060697,20,20-24,26.84,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,1.657099,72,s6trade-d8819de87132589188a9
BOX_COMPACT_READY,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,002736,10.0,True,SUPPORT_PULLBACK,2025-08-11,13.50349,2025-08-25,15.47451,TARGET,False,MARKET_STRONG,True,186.299293,0.13796381,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,5.139691,S6_QUALITY_V2,s6setup-80f9b3481d3dc454be12,10-14,14,2025-08-08,0.028978,15,15-19,13.12,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.802704,69,s6trade-95453fa0cfb1220d0cfd
BOX_COMPACT_READY,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT""]",SECOND_ENTRY_LONG_READY,WATCH_CANDIDATE,002736,10.0,True,SUPPORT_PULLBACK,2025-08-13,13.74373,2025-08-25,15.41457,TARGET,False,MARKET_STRONG,True,156.284118,0.11371303,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,3.25237,S6_QUALITY_V2,s6setup-f4cdd39f619657adc0b6,10-14,14,2025-08-12,0.029158,15,15-19,13.23,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.799887,68,s6trade-1ab7bc26e33792c80cf2
NONE,BOX_STABLE,[],BROOKS_FAILED,WATCH_CANDIDATE,002837,10.0,False,SUPPORT_PULLBACK,2025-01-17,38.5385,2025-02-21,47.22273,TARGET,False,MARKET_WEAK,True,855.976118,0.22210935,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,4.749374,S6_QUALITY_V2,s6setup-248662f472afe8ce556d,10-14,12,2025-01-16,0.085761,19,15-19,36.71,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.446898,70,s6trade-f8caeda725ed22d7afd4
NONE,BOX_FORMING,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,WATCH_CANDIDATE,002979,10.0,False,SUPPORT_PULLBACK,2024-11-26,28.29827,2024-11-27,26.86311,STOP_GAP,False,MARKET_NEUTRAL,False,-154.914323,-0.05474339,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.207773,S6_QUALITY_V2,s6setup-313394d2517122d09fe9,15-19,15,2024-11-25,0.055161,19,15-19,27.11,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,1.3983160000000001,69,s6trade-ff8c8ebe8f4c0e6a2ae6
NONE,BOX_FORMING,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,300043,10.0,False,SUPPORT_PULLBACK,2025-06-30,4.52452,2025-07-02,5.46453,TARGET,False,MARKET_STRONG,False,83.717782,0.1850313,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,2.114663,S6_QUALITY_V2,s6setup-8d37cfd53f2039b5c9e3,15-19,15,2025-06-27,0.009989,19,15-19,4.08,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,0.28321500000000005,65,s6trade-744e72dd019f29fb580d
NONE,BOX_FORMING,[],BROOKS_FAILED,WATCH_CANDIDATE,300046,10.0,False,SUPPORT_PULLBACK,2024-11-12,43.598555,2024-11-15,39.75021,STOP,False,MARKET_STRONG,False,-396.905375,-0.09103636,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.010448,S6_QUALITY_V2,s6setup-8b208f129c4502348c9e,10-14,11,2024-11-11,0.083349,19,15-19,39.79,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,2.070859,65,s6trade-801d4ff988840ecf62f6
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",FAILED_BEAR_BREAKOUT,KEY_CANDIDATE,300073,10.0,False,SUPPORT_PULLBACK,2025-10-22,65.642577,2025-11-05,61.8381,STOP,False,MARKET_NEUTRAL,True,-393.667068,-0.0599713,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.016539,S6_QUALITY_V2,s6setup-b462b4d77066b05af091,10-14,14,2025-10-21,0.127481,20,20-24,61.9,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,3.219386,77,s6trade-eed14268f9627c50dde4
NONE,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,300124,10.0,False,SUPPORT_PULLBACK,2025-03-12,77.3773,2025-03-13,74.2257,STOP,False,MARKET_STRONG,True,-329.022904,-0.04252189,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.024145,S6_QUALITY_V2,s6setup-a3ddd2294c9714599d13,15-19,16,2025-03-11,0.151603,19,15-19,74.3,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,3.8628880000000003,73,s6trade-8a0154ea963e51209c47
NONE,BOX_FORMING,[],BROOKS_FAILED,WATCH_CANDIDATE,300139,10.0,False,SUPPORT_PULLBACK,2024-11-01,19.43942,2024-11-04,18.19179,STOP,False,MARKET_STRONG,False,-135.710226,-0.06981187,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.014812,S6_QUALITY_V2,s6setup-07f14cf51322453b8607,15-19,16,2024-10-31,0.037631,20,20-24,18.21,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,0.947221,71,s6trade-2fc0a72c33370ced7ee1
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,300199,10.0,True,SUPPORT_PULLBACK,2025-06-30,16.29628,2025-07-28,19.10088,MAX_HOLDING,False,MARKET_STRONG,True,269.469566,0.16535649,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,2.425537,S6_QUALITY_V2,s6setup-98b6d5982ad98654f26b,10-14,13,2025-06-27,0.035397,19,15-19,15.14,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.990441,71,s6trade-82c814230fea6c913800
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""BEAR_FOLLOW_THROUGH_FAILED""]",MICRO_DOUBLE_BOTTOM,WATCH_CANDIDATE,300276,10.0,False,SUPPORT_PULLBACK,2024-12-27,10.73072,2024-12-31,9.40059,STOP,False,MARKET_NEUTRAL,False,-143.503163,-0.13373116,s6ps-92f310712192eee3,1,00-04,3,UNKNOWN,-1.007125,S6_QUALITY_V2,s6setup-803ae6b4233c676c4f49,15-19,18,2024-12-26,0.020131,18,15-19,9.41,05-09,7,BOX,BOX,"[""BOX""]",BOX,0.49016,62,s6trade-23018095d30a9861ca20
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,300276,10.0,False,SUPPORT_PULLBACK,2025-03-13,14.19418,2025-03-14,13.1868,STOP_GAP,True,MARKET_STRONG,True,-111.424725,-0.07850029,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.066936,S6_QUALITY_V2,s6setup-a2e8f236483f82aaa623,10-14,14,2025-03-12,0.027381,20,20-24,13.25,05-09,7,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.686721,73,s6trade-bed76ee6310539df9631
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,300292,10.0,False,SUPPORT_PULLBACK,2024-11-11,5.85585,2024-11-14,5.50449,STOP,False,MARKET_STRONG,True,-45.422587,-0.07756788,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.015932,S6_QUALITY_V2,s6setup-42aecdd1b53a22bfcf7d,10-14,11,2024-11-08,0.01136,17,15-19,5.51,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.286584,61,s6trade-762b54eca54ec12cee66
NONE,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,300299,10.0,False,SUPPORT_PULLBACK,2025-06-30,7.31731,2025-07-28,7.1928,MAX_HOLDING,False,MARKET_STRONG,True,-22.825149,-0.03119336,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-0.260858,S6_QUALITY_V2,s6setup-fad07293b444a823ad08,10-14,14,2025-06-27,0.01451,18,15-19,6.84,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.37415000000000004,71,s6trade-215f971b93fe7290db01
NONE,BOX_FORMING,"[""MICRO_DOUBLE_BOTTOM"", ""BEAR_FOLLOW_THROUGH_FAILED""]",MICRO_DOUBLE_BOTTOM,WATCH_CANDIDATE,300303,10.0,False,SUPPORT_PULLBACK,2024-11-11,7.358351,2024-11-15,6.81318,STOP,False,MARKET_STRONG,True,-64.871929,-0.08816096,s6ps-92f310712192eee3,2,10-14,12,UNKNOWN,-1.012668,S6_QUALITY_V2,s6setup-481bd3cc8486c5ed323e,10-14,14,2024-11-08,0.014172,17,15-19,6.82,10-14,10,ORIGINAL,MULTI,"[""ORIGINAL"", ""BROOKS""]",ORIGINAL,0.354831,67,s6trade-5221230f43efaaa4fd8e
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_FAILED_BREAKOUT_READY,WATCH_CANDIDATE,300394,10.0,False,FAILED_BREAKOUT_RECLAIM,2025-09-22,133.919786,2025-09-29,120.808071,STOP_GAP,False,MARKET_STRONG,True,-1327.466621,-0.09912401,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.173856,S6_QUALITY_V2,s6setup-ae4b243983b20bc0b5f9,10-14,11,2025-09-19,0.254728,13,10-14,122.75,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,6.295132,66,s6trade-00309f3fc9ba352ef41d
NONE,BOX_STABLE,[],BROOKS_FAILED,WATCH_CANDIDATE,300468,10.0,False,SUPPORT_PULLBACK,2025-07-10,48.07803,2025-07-14,43.84611,STOP,True,MARKET_STRONG,False,-435.476228,-0.09057697,s6ps-92f310712192eee3,1,00-04,3,UNKNOWN,-1.01048,S6_QUALITY_V2,s6setup-b5f3c1335eb3444dbfc4,15-19,19,2025-07-09,0.091924,20,20-24,43.89,10-14,10,BOX,BOX,"[""BOX""]",BOX,2.28423,67,s6trade-8ff3bfafc9187c28b517
NONE,BOX_FORMING,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,WATCH_CANDIDATE,300570,10.0,False,SUPPORT_PULLBACK,2024-11-14,76.62655,2024-11-15,69.82011,STOP,False,MARKET_STRONG,False,-694.281446,-0.09060586,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.010375,S6_QUALITY_V2,s6setup-38a6a6d341095f048664,10-14,14,2024-11-13,0.146447,20,20-24,69.89,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,3.6374519999999997,68,s6trade-f7b5acdf044689df1945
NONE,BOX_BREAKOUT_READY,[],BROOKS_FAILED,WATCH_CANDIDATE,300604,10.0,False,SUPPORT_PULLBACK,2025-09-17,59.96991,2025-09-23,74.73519,TARGET,False,MARKET_STRONG,True,1462.65651,0.2438984,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,3.845215,S6_QUALITY_V2,s6setup-541f126d80173b7eb722,15-19,16,2025-09-16,0.134705,19,15-19,56.13,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,3.8714649999999997,73,s6trade-1f9e0069a824c2552eaa
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,300660,10.0,False,SUPPORT_PULLBACK,2024-12-30,40.49045,2024-12-31,38.22174,STOP,False,MARKET_NEUTRAL,False,-238.860817,-0.05899189,s6ps-92f310712192eee3,1,00-04,3,UNKNOWN,-1.017153,S6_QUALITY_V2,s6setup-04ef634a8a882f10d1b6,15-19,16,2024-12-27,0.078712,20,20-24,38.26,10-14,10,BOX,BOX,"[""BOX""]",BOX,1.989799,63,s6trade-343eda6be8c9ecfbdba6
NONE,BOX_STABLE,"[""FAILED_BEAR_BREAKOUT"", ""BEAR_FOLLOW_THROUGH_FAILED""]",FAILED_BEAR_BREAKOUT,KEY_CANDIDATE,300672,10.0,False,SUPPORT_PULLBACK,2025-03-10,81.01093,2025-03-13,77.1228,STOP,False,MARKET_STRONG,True,-402.827254,-0.04972505,s6ps-92f310712192eee3,2,15-19,15,PLATFORM,-1.020258,S6_QUALITY_V2,s6setup-53bbe2b1467590242655,15-19,15,2025-03-07,0.158134,19,15-19,77.2,05-09,7,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,4.014274,79,s6trade-c7ace37ac66591b78e53
NONE,BOX_FORMING,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,WATCH_CANDIDATE,300708,10.0,False,SUPPORT_PULLBACK,2025-01-23,13.67366,2025-02-28,12.55743,STOP,False,MARKET_NEUTRAL,False,-122.277101,-0.08942529,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.011389,S6_QUALITY_V2,s6setup-0a630f7143c7c44f29df,15-19,15,2025-01-22,0.026231,8,05-09,12.57,05-09,8,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,0.654103,59,s6trade-9e8d7f0a8323d58e94bf
NONE,BOX_BREAKOUT_READY,[],BROOKS_FAILED,WATCH_CANDIDATE,300723,10.0,False,SUPPORT_PULLBACK,2025-05-07,39.50947,2025-05-08,36.59337,STOP,False,MARKET_NEUTRAL,True,-303.515779,-0.07682102,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.012721,S6_QUALITY_V2,s6setup-9e030ba86f6a41585748,10-14,12,2025-05-06,0.076103,18,15-19,36.63,05-09,7,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,1.905772,70,s6trade-8280272f86e2c6396731
NONE,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,300750,15.388784999999999,False,SUPPORT_PULLBACK,2024-10-29,256.49624,2024-11-26,256.46328,MAX_HOLDING,False,MARKET_STRONG,True,-32.020991,-0.0012484,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-0.002062,S6_QUALITY_V2,s6setup-4586d979c2ffd2e5a1c1,15-19,17,2024-10-28,0.51296,16,15-19,240.51,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,13.336124,73,s6trade-e8821e692d45ffaff7b0
NONE,BOX_BREAKOUT_READY,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,KEY_CANDIDATE,300843,10.0,False,SUPPORT_PULLBACK,2025-09-12,56.32627,2025-10-13,49.36059,STOP_GAP,False,MARKET_STRONG,True,-709.141712,-0.12589893,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.276638,S6_QUALITY_V2,s6setup-effbbcfbd9f6a9ade213,15-19,16,2025-09-11,0.105687,20,20-24,50.87,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.5737170000000003,76,s6trade-5adbf50b135cb67cc1dc
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,300875,10.0,False,SUPPORT_PULLBACK,2025-08-27,57.057,2025-08-28,52.07787,STOP_GAP,True,MARKET_STRONG,False,-510.62603,-0.08949402,s6ps-92f310712192eee3,1,00-04,3,UNKNOWN,-1.297662,S6_QUALITY_V2,s6setup-97303033618698e750c3,15-19,19,2025-08-26,0.109135,20,20-24,53.22,10-14,10,BOX,BOX,"[""BOX""]",BOX,2.713028,67,s6trade-36db3e202482c5199916
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,300925,10.0,False,SUPPORT_PULLBACK,2025-02-27,27.4274,2025-02-28,25.5744,STOP,False,MARKET_STRONG,True,-196.631721,-0.07169171,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.014009,S6_QUALITY_V2,s6setup-38cff9e0e7e0419fec38,10-14,14,2025-02-26,0.053002,17,15-19,25.6,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,1.331722,64,s6trade-bd591d2831d388e40153
NONE,BOX_BREAKOUT_READY,[],BROOKS_FAILED,WATCH_CANDIDATE,300953,10.0,False,SUPPORT_PULLBACK,2025-09-29,121.766645,2025-10-14,113.82606,STOP,False,MARKET_STRONG,True,-809.985391,-0.06651948,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.014558,S6_QUALITY_V2,s6setup-1e6cb85e40e24aac5c88,10-14,14,2025-09-26,0.235593,19,15-19,113.94,05-09,5,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,5.926895999999999,65,s6trade-3c4008d6911b7028517d
NONE,BOX_FORMING,"[""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,301018,10.0,False,SUPPORT_PULLBACK,2025-03-11,48.37833,2025-03-14,45.57438,STOP,False,MARKET_STRONG,False,-292.767656,-0.06051628,s6ps-92f310712192eee3,1,10-14,10,UNKNOWN,-1.016539,S6_QUALITY_V2,s6setup-7de0bc422549ebd1bf4f,15-19,16,2025-03-10,0.093953,18,15-19,45.62,10-14,10,ORIGINAL,ORIGINAL,"[""ORIGINAL""]",ORIGINAL,2.372672,67,s6trade-16db9308d5bca74c2f73
NONE,BOX_BREAKOUT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",BROOKS_CONTEXT_REJECT,WATCH_CANDIDATE,301018,10.0,False,SUPPORT_PULLBACK,2025-03-12,50.06001,2025-03-14,46.09386,STOP,False,MARKET_STRONG,True,-409.015862,-0.08170511,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.01177,S6_QUALITY_V2,s6setup-2ae58d8f9f65aa0ad013,15-19,15,2025-03-11,0.096154,18,15-19,46.14,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,2.4008469999999997,71,s6trade-b8a0652b96739ccb6268
NONE,BOX_STABLE,"[""BEAR_FOLLOW_THROUGH_FAILED""]",BROOKS_FAILED,KEY_CANDIDATE,301095,10.0,False,SUPPORT_PULLBACK,2025-09-02,90.57048,2025-09-03,84.75516,STOP,True,MARKET_STRONG,True,-595.945064,-0.06579904,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.014805,S6_QUALITY_V2,s6setup-ec4268cdb3ff4d155204,15-19,19,2025-09-01,0.175326,20,20-24,84.84,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,4.4130840000000005,79,s6trade-3ebdf5b0a19f32ca2aa8
NONE,BOX_BREAKOUT_READY,[],BROOKS_CONTEXT_REJECT,KEY_CANDIDATE,301165,10.0,False,SUPPORT_PULLBACK,2025-09-12,88.9889,2025-10-13,81.53838,STOP_GAP,False,MARKET_STRONG,True,-759.29948,-0.08532519,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.18471,S6_QUALITY_V2,s6setup-bbe02001b6d47dcd3cec,15-19,17,2025-09-11,0.170527,20,20-24,82.7,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,4.247446,77,s6trade-f7ecec050abd51410999
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",BARB_WIRE_WAIT,WATCH_CANDIDATE,301200,10.0,True,SUPPORT_PULLBACK,2025-11-14,115.58547,2025-11-19,108.97092,STOP_GAP,False,MARKET_STRONG,True,-677.128117,-0.05858246,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.069369,S6_QUALITY_V2,s6setup-2e81c84853c18b705a82,15-19,15,2025-11-13,0.224556,0,00-04,109.4,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,5.673102,66,s6trade-0c6a58b1f1e79dc44592
BOX_COMPACT_READY,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",FAILED_BEAR_BREAKOUT,KEY_CANDIDATE,600010,10.0,True,SUPPORT_PULLBACK,2024-11-26,1.979978,2024-11-27,1.85814,STOP,False,MARKET_NEUTRAL,True,-22.280546,-0.11252926,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-1.015503,S6_QUALITY_V2,s6setup-c031f268ef6ca2c17f3a,15-19,18,2024-11-25,0.003838,20,20-24,1.86,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.096745,77,s6trade-57269058fba3fb0cbfc1
BOX_COMPACT_READY,BOX_BREAKOUT_READY,"[""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",FAILED_BEAR_BREAKOUT,KEY_CANDIDATE,600010,10.0,True,SUPPORT_PULLBACK,2024-11-27,1.949948,2024-12-25,1.886112,MAX_HOLDING,True,MARKET_NEUTRAL,True,-16.481742,-0.08452401,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-0.798469,S6_QUALITY_V2,s6setup-515e4ab783955582cc5d,15-19,18,2024-11-26,0.003836,20,20-24,1.87,05-09,6,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.09814200000000001,76,s6trade-5ce9ef157868aee60b7c
BOX_COMPACT_READY,BOX_SUPPORT_READY,"[""MICRO_DOUBLE_BOTTOM"", ""SECOND_ENTRY_LONG_READY"", ""FAILED_BEAR_BREAKOUT"", ""ORDERLY_COMPRESSION_AT_SUPPORT""]",BROOKS_SUPPORT_READY,WATCH_CANDIDATE,600010,10.0,True,SUPPORT_PULLBACK,2025-08-13,2.51251,2025-09-10,2.42757,MAX_HOLDING,False,MARKET_STRONG,True,-18.62032,-0.07411043,s6ps-92f310712192eee3,3,15-19,15,UNKNOWN,-0.465399,S6_QUALITY_V2,s6setup-41c3cbf1abdf7751f65b,15-19,15,2025-08-12,0.00494,20,20-24,2.33,05-09,8,BOTH,MULTI,"[""ORIGINAL"", ""BOX"", ""BROOKS""]",ORIGINAL,0.12631799999999999,74,s6trade-20de6912d4793f6fb5a0
NONE,BOX_STABLE,"[""MICRO_DOUBLE_BOTTOM"", ""FAILED_BEAR_BREAKOUT""]",FAILED_BEAR_BREAKOUT,WATCH_CANDIDATE,600105,10.0,False,SUPPORT_PULLBACK,2025-06-18,8.47847,2025-06-19,8.07192,STOP,False,MARKET_STRONG,True,-51.075143,-0.06024099,s6ps-92f310712192eee3,2,15-19,15,UNKNOWN,-1.020278,S6_QUALITY_V2,s6setup-c3731ceba7c31c7b38ea,15-19,15,2025-06-17,0.01655,19,15-19,8.08,10-14,10,BOTH,MULTI,"[""ORIGINAL"", ""BOX""]",ORIGINAL,0.420146,70,s6trade-f4c2c720562c0e32b105
