box_quality_tag,box_status,candidate_type,code,commission,compact_kline_pass,entry_date,entry_price,exit_date,exit_price,exit_reason,intraday_stop_breach,net_profit,net_return,parameter_set_id,r_multiple,setup_id,signal_date,slippage,stop_loss_price,tail_path,tax,total_score,trade_id
NONE,BOX_SUPPORT_READY,KEY_CANDIDATE,300457,10.0,False,2025-07-08,21.015995,2025-08-05,20.71926,MAX_HOLDING,False,-40.751191,-0.01939056,s6ps-71bdb4dbb9c5c096,-0.188284,s6setup-299bd8ef7828db0ae0df,2025-07-07,0.041735,19.44,BOX,1.077698,75,s6trade-92e28cdc5b0108bf4da6
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300469,10.0,False,2025-10-09,77.69762,2025-10-10,72.90702,STOP,True,-492.855972,-0.06343257,s6ps-71bdb4dbb9c5c096,-1.01547,s6setup-9b076a7334c850f93fd0,2025-09-30,0.150605,72.98,BOX,3.795956,69,s6trade-a6bf059cbe9caed8f6ac
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300473,10.0,False,2025-03-18,31.26123,2025-03-24,28.52145,STOP,False,-285.46386,-0.09131562,s6ps-71bdb4dbb9c5c096,-1.01053,s6setup-4269b9bb4f194278f827,2025-03-17,0.059783,28.55,BOX,1.4858559999999998,75,s6trade-398e6a122b042f1a394e
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300473,10.0,False,2025-03-19,30.6306,2025-03-24,28.52145,STOP,False,-222.40021,-0.0726072,s6ps-71bdb4dbb9c5c096,-1.013722,s6setup-18307867e16b3953aa40,2025-03-18,0.059152,28.55,BOX,1.485225,75,s6trade-151161a41c99a4da6677
NONE,BOX_STABLE,WATCH_CANDIDATE,300503,10.0,False,2024-12-27,21.50148,2024-12-31,19.63035,STOP,False,-198.135644,-0.09214977,s6ps-71bdb4dbb9c5c096,-1.010613,s6setup-4be758aa7cd2b076adfe,2024-12-26,0.041132,19.65,BOX,1.02265,72,s6trade-42d7bbc455b787fe3665
NONE,BOX_STABLE,WATCH_CANDIDATE,300503,10.0,False,2025-03-18,27.9279,2025-03-24,26.2737,STOP,False,-176.78788,-0.06330153,s6ps-71bdb4dbb9c5c096,-1.016156,s6setup-b365884df694ce2f0407,2025-03-17,0.054202,26.3,BOX,1.367887,63,s6trade-2410d5984f8db0c38fb0
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300507,10.0,False,2025-10-21,9.38938,2025-11-17,8.84115,STOP,False,-65.283289,-0.06952886,s6ps-71bdb4dbb9c5c096,-1.016408,s6setup-3aa58fbead45c91c50b2,2025-10-20,0.018231,8.85,BOX,0.460289,73,s6trade-b4465b13d3641e479b37
NONE,BOX_STABLE,WATCH_CANDIDATE,300507,10.0,False,2025-10-22,9.9099,2025-10-28,9.37062,STOP,False,-64.415817,-0.06500148,s6ps-71bdb4dbb9c5c096,-1.017701,s6setup-f26a8499b91549be5903,2025-10-21,0.019281,9.38,BOX,0.48781199999999997,74,s6trade-282ed566cbaf0099d6b5
NONE,BOX_BREAKOUT_READY,WATCH_CANDIDATE,300520,10.0,False,2025-11-18,39.07904,2025-11-21,35.3646,STOP,False,-383.286677,-0.09807986,s6ps-71bdb4dbb9c5c096,-1.009622,s6setup-db0db0e777752f50b52f,2025-11-17,0.074444,35.4,BOX,1.842674,74,s6trade-064574b15f3e69138db4
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300533,10.0,False,2025-07-24,24.617593,2025-08-04,22.93704,STOP,False,-179.249705,-0.07281366,s6ps-71bdb4dbb9c5c096,-1.013851,s6setup-d305e702383d30689c52,2025-07-23,0.047555,22.96,BOX,1.194407,70,s6trade-7c56f77ead477e977154
