evaluation_date,code,name,setup_id,candidate_type,candidate_event_id,candidate_event_sequence,first_candidate_date,first_executable_date,is_first_candidate_event,is_first_executable_event,entry_archetype
2025-05-19,688501,青达环保,s6setup-aa7d8acf4755c3e308ec,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,5,2025-05-13,2025-05-14,False,False,SUPPORT_PULLBACK
2025-05-19,688767,博拓生物,s6setup-bf70062bec795b360945,WATCH_CANDIDATE,s6event-ed89241e8b6247ecb4e8,1,2025-05-19,2025-05-19,True,True,SUPPORT_PULLBACK
2025-05-20,688501,青达环保,s6setup-66bdac291b9f5e54849d,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,6,2025-05-13,2025-05-14,False,False,NONE
2025-05-21,688128,中国电研,s6setup-558ca6606b8a183fe613,KEY_CANDIDATE,s6event-8a9046abbc5ad577d2d8,1,2025-05-21,,True,False,WAIT_BREAKOUT
2025-05-21,688233,神工股份,s6setup-361ea9d5d896aa6aeacd,WATCH_CANDIDATE,s6event-be24be02518f6ac87cfb,1,2025-05-21,2025-05-21,True,True,SUPPORT_PULLBACK
2025-05-21,688313,仕佳光子,s6setup-14605b552daa7ebd2184,KEY_CANDIDATE,s6event-81cc07d0c21e0406a60b,1,2025-05-21,,True,False,NONE
2025-05-21,688501,青达环保,s6setup-1a854159058baa7ac0fc,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,7,2025-05-13,2025-05-14,False,False,SUPPORT_PULLBACK
2025-05-21,688722,同益中,s6setup-cdbc5becdb2b0aec2a55,WATCH_CANDIDATE,s6event-b4959af07ee7840f1ff9,1,2025-05-21,2025-05-21,True,True,SUPPORT_PULLBACK
2025-05-22,688128,中国电研,s6setup-7b3723d2f89fd4ca149b,KEY_CANDIDATE,s6event-8a9046abbc5ad577d2d8,2,2025-05-21,,False,False,WAIT_BREAKOUT
2025-05-22,688313,仕佳光子,s6setup-14605b552daa7ebd2184,KEY_CANDIDATE,s6event-81cc07d0c21e0406a60b,2,2025-05-21,2025-05-22,False,True,SUPPORT_PULLBACK
2025-05-22,688501,青达环保,s6setup-51231e8f904ec57ab00c,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,8,2025-05-13,2025-05-14,False,False,NONE
2025-05-23,688313,仕佳光子,s6setup-14605b552daa7ebd2184,KEY_CANDIDATE,s6event-81cc07d0c21e0406a60b,3,2025-05-21,2025-05-22,False,False,SUPPORT_PULLBACK
2025-05-26,603809,豪能股份,s6setup-415457793a9556486569,WATCH_CANDIDATE,s6event-ad4f04c4a5f692f84c04,1,2025-05-26,2025-05-26,True,True,SUPPORT_PULLBACK
2025-05-26,688128,中国电研,s6setup-7b3723d2f89fd4ca149b,READY_CANDIDATE,s6event-8a9046abbc5ad577d2d8,3,2025-05-21,2025-05-26,False,True,SUPPORT_PULLBACK
2025-05-26,688313,仕佳光子,s6setup-14605b552daa7ebd2184,KEY_CANDIDATE,s6event-81cc07d0c21e0406a60b,4,2025-05-21,2025-05-22,False,False,SUPPORT_PULLBACK
2025-05-27,688128,中国电研,s6setup-f2a5c66ddcf54c6ffda1,KEY_CANDIDATE,s6event-8a9046abbc5ad577d2d8,4,2025-05-21,2025-05-26,False,False,SUPPORT_PULLBACK
2025-05-27,688667,菱电电控,s6setup-03808ad7ef803f59220a,KEY_CANDIDATE,s6event-98f14216223ec88c0e07,1,2025-05-27,,True,False,NONE
2025-05-28,600592,龙溪股份,s6setup-24cc6f1502a0a5d823a2,WATCH_CANDIDATE,s6event-a8d00225c1c86a807af3,1,2025-05-28,2025-05-28,True,True,SUPPORT_PULLBACK
2025-05-28,688313,仕佳光子,s6setup-14605b552daa7ebd2184,KEY_CANDIDATE,s6event-81cc07d0c21e0406a60b,5,2025-05-21,2025-05-22,False,False,SUPPORT_PULLBACK
2025-05-28,688667,菱电电控,s6setup-038a552984e465159848,KEY_CANDIDATE,s6event-98f14216223ec88c0e07,2,2025-05-27,2025-05-28,False,True,SUPPORT_PULLBACK
2025-05-29,688297,中无人机,s6setup-e5b01dcbb14d34ef0d8f,KEY_CANDIDATE,s6event-4f2adf798b69c835702b,1,2025-05-29,2025-05-29,True,True,SUPPORT_PULLBACK
2025-05-29,688767,博拓生物,s6setup-6a74d2b8bd7ebd939b5d,WATCH_CANDIDATE,s6event-ed89241e8b6247ecb4e8,2,2025-05-19,2025-05-19,False,False,NONE
2025-05-30,300047,天源迪科,s6setup-205764369053b53f46ce,WATCH_CANDIDATE,s6event-f74c7d728c4b82ec9ffa,1,2025-05-30,2025-05-30,True,True,SUPPORT_PULLBACK
2025-05-30,688117,圣诺生物,s6setup-04791a11266fccefb339,WATCH_CANDIDATE,s6event-d536845cf482c8e026b2,2,2025-05-13,2025-05-13,False,False,NONE
2025-05-30,688297,中无人机,s6setup-e5b01dcbb14d34ef0d8f,KEY_CANDIDATE,s6event-4f2adf798b69c835702b,2,2025-05-29,2025-05-29,False,False,SUPPORT_PULLBACK
2025-05-30,688767,博拓生物,s6setup-6a74d2b8bd7ebd939b5d,WATCH_CANDIDATE,s6event-ed89241e8b6247ecb4e8,3,2025-05-19,2025-05-19,False,False,SUPPORT_PULLBACK
2025-06-03,002891,中宠股份,s6setup-23f11bf3513b19a47d73,WATCH_CANDIDATE,s6event-760b79fccaa727e9fd94,1,2025-06-03,,True,False,NONE
2025-06-03,688767,博拓生物,s6setup-998e226009a9574861d5,WATCH_CANDIDATE,s6event-ed89241e8b6247ecb4e8,4,2025-05-19,2025-05-19,False,False,NONE
2025-06-04,688767,博拓生物,s6setup-f6bc69faac31187db8e1,WATCH_CANDIDATE,s6event-ed89241e8b6247ecb4e8,5,2025-05-19,2025-05-19,False,False,NONE
2025-06-05,000722,湖南发展,s6setup-73ae5bb71010ee426865,WATCH_CANDIDATE,s6event-f3f37f0b690d81e8dc23,1,2025-06-05,2025-06-05,True,True,SUPPORT_PULLBACK
2025-06-05,002074,国轩高科,s6setup-b0a14cf7e8cfe9e8e6dc,WATCH_CANDIDATE,s6event-fbd2facb4b05cc61014d,1,2025-06-05,2025-06-05,True,True,SUPPORT_PULLBACK
2025-06-05,688171,纬德信息,s6setup-bb31e32885ee84db11ea,WATCH_CANDIDATE,s6event-0e0886aaac3414ea8c51,1,2025-06-05,2025-06-05,True,True,SUPPORT_PULLBACK
2025-06-06,688171,纬德信息,s6setup-bb2b504a5c6f62af5e75,WATCH_CANDIDATE,s6event-0e0886aaac3414ea8c51,2,2025-06-05,2025-06-05,False,False,SUPPORT_PULLBACK
2025-06-09,000859,国风新材,s6setup-1f3480720eb9c5570b71,KEY_CANDIDATE,s6event-e6993905123ac6975ad8,1,2025-06-09,2025-06-09,True,True,SUPPORT_PULLBACK
2025-06-10,002584,西陇科学,s6setup-0e3885c48e6091598fec,WATCH_CANDIDATE,s6event-d0fa077c1ad3bb48280c,1,2025-06-10,2025-06-10,True,True,SUPPORT_PULLBACK
2025-06-10,600105,永鼎股份,s6setup-5b27f659dd0e230e2a52,WATCH_CANDIDATE,s6event-946ba74ebe6e3d52e337,1,2025-06-10,2025-06-10,True,True,SUPPORT_PULLBACK
2025-06-10,600550,保变电气,s6setup-b495a3465d15fcca0340,KEY_CANDIDATE,s6event-2d4bc44ee9a95abc5c17,1,2025-06-10,2025-06-10,True,True,SUPPORT_PULLBACK
2025-06-11,600105,永鼎股份,s6setup-c3731ceba7c31c7b38ea,WATCH_CANDIDATE,s6event-946ba74ebe6e3d52e337,2,2025-06-10,2025-06-10,False,False,SUPPORT_PULLBACK
2025-06-11,601601,中国太保,s6setup-b986c4e469da63b62700,WATCH_CANDIDATE,s6event-7b89212e46d9b277c811,1,2025-06-11,,True,False,NONE
2025-06-12,600105,永鼎股份,s6setup-c3731ceba7c31c7b38ea,WATCH_CANDIDATE,s6event-946ba74ebe6e3d52e337,3,2025-06-10,2025-06-10,False,False,NONE
2025-06-12,688211,中科微至,s6setup-5fd917843eae226689bc,KEY_CANDIDATE,s6event-59eab26b95631a084b23,1,2025-06-12,2025-06-12,True,True,SUPPORT_PULLBACK
2025-06-13,002174,游族网络,s6setup-efb966241fd1357193be,WATCH_CANDIDATE,s6event-8a181e0d662c24f48f89,1,2025-06-13,2025-06-13,True,True,SUPPORT_PULLBACK
2025-06-13,688550,瑞联新材,s6setup-5add3dc797a3d7edb0a4,WATCH_CANDIDATE,s6event-03025663ef3743ab1a51,1,2025-06-13,2025-06-13,True,True,SUPPORT_PULLBACK
2025-06-16,002174,游族网络,s6setup-fcdaa609d9c430fa4491,WATCH_CANDIDATE,s6event-8a181e0d662c24f48f89,2,2025-06-13,2025-06-13,False,False,SUPPORT_PULLBACK
2025-06-16,002215,诺 普 信,s6setup-3ec37812310d180bb5c5,KEY_CANDIDATE,s6event-bd98d77de952e48cb579,1,2025-06-16,2025-06-16,True,True,SUPPORT_PULLBACK
2025-06-17,600105,永鼎股份,s6setup-c3731ceba7c31c7b38ea,WATCH_CANDIDATE,s6event-946ba74ebe6e3d52e337,4,2025-06-10,2025-06-10,False,False,SUPPORT_PULLBACK
2025-06-17,688206,概伦电子,s6setup-1a641d1ac9caf0d71300,WATCH_CANDIDATE,s6event-3f193de36fb83ed5319c,1,2025-06-17,2025-06-17,True,True,SUPPORT_PULLBACK
2025-06-17,688379,华光新材,s6setup-1523b1c327b833a3721c,WATCH_CANDIDATE,s6event-0aa6ffdd9d1f4fce1945,1,2025-06-17,2025-06-17,True,True,SUPPORT_PULLBACK
2025-06-19,688103,国力电子,s6setup-172a1bad3022718fff73,WATCH_CANDIDATE,s6event-f07a69854e7da3b7c485,1,2025-06-19,2025-06-19,True,True,SUPPORT_PULLBACK
2025-06-20,688600,皖仪科技,s6setup-18bd9a0c8b00652bf1e3,WATCH_CANDIDATE,s6event-da493a2564dd0df98f9b,1,2025-06-20,2025-06-20,True,True,SUPPORT_PULLBACK
2025-06-23,688196,卓越新能,s6setup-a789564ce640373e5994,WATCH_CANDIDATE,s6event-7dbd9646a79a20d856b6,1,2025-06-23,2025-06-23,True,True,SUPPORT_PULLBACK
2025-06-24,688196,卓越新能,s6setup-ecd0280fa2ab38bb0d88,WATCH_CANDIDATE,s6event-7dbd9646a79a20d856b6,2,2025-06-23,2025-06-23,False,False,SUPPORT_PULLBACK
2025-06-24,688266,泽璟制药,s6setup-2c0916c727d49ac27651,WATCH_CANDIDATE,s6event-78e431e5c22c69380bbf,1,2025-06-24,2025-06-24,True,True,SUPPORT_PULLBACK
2025-06-24,688600,皖仪科技,s6setup-b1b55f6d7c48197fe892,WATCH_CANDIDATE,s6event-da493a2564dd0df98f9b,2,2025-06-20,2025-06-20,False,False,NONE
2025-06-25,300204,舒泰神,s6setup-9c182d59a5d74d9b9c2f,WATCH_CANDIDATE,s6event-50170b2c740db12762ce,1,2025-06-25,,True,False,NONE
2025-06-25,688215,瑞晟智能,s6setup-2787916ddcfc6dd462ce,WATCH_CANDIDATE,s6event-1bc231d2760933d0d3c3,1,2025-06-25,,True,False,NONE
2025-06-26,300204,舒泰神,s6setup-9c182d59a5d74d9b9c2f,WATCH_CANDIDATE,s6event-50170b2c740db12762ce,2,2025-06-25,2025-06-26,False,True,SUPPORT_PULLBACK
2025-06-26,688235,百济神州,s6setup-9c2a00b496c3276ebfcc,WATCH_CANDIDATE,s6event-81f4dd46a9067af1c464,1,2025-06-26,2025-06-26,True,True,SUPPORT_PULLBACK
2025-06-27,300199,翰宇药业,s6setup-98b6d5982ad98654f26b,KEY_CANDIDATE,s6event-3f23edb2c6d7a624a952,1,2025-06-27,2025-06-27,True,True,SUPPORT_PULLBACK
2025-06-27,300204,舒泰神,s6setup-9c182d59a5d74d9b9c2f,WATCH_CANDIDATE,s6event-50170b2c740db12762ce,3,2025-06-25,2025-06-26,False,False,NONE
2025-06-27,300299,富春股份,s6setup-fe57ace2f3bd9f89704c,KEY_CANDIDATE,s6event-ce6942ad4181758d55fe,1,2025-06-27,2025-06-27,True,True,SUPPORT_PULLBACK
2025-06-27,600353,旭光电子,s6setup-515d78758d504540b297,WATCH_CANDIDATE,s6event-d6e96c8475fe2207037a,1,2025-06-27,2025-06-27,True,True,SUPPORT_PULLBACK
2025-06-27,688196,卓越新能,s6setup-a789564ce640373e5994,KEY_CANDIDATE,s6event-7dbd9646a79a20d856b6,3,2025-06-23,2025-06-23,False,False,SUPPORT_PULLBACK
2025-06-30,300043,星辉娱乐,s6setup-f6a7f5890555cf3a6d76,WATCH_CANDIDATE,s6event-c4a84f578d4b6666c623,1,2025-06-30,2025-06-30,True,True,SUPPORT_PULLBACK
2025-06-30,300199,翰宇药业,s6setup-95eb8d6782437a290e25,WATCH_CANDIDATE,s6event-3f23edb2c6d7a624a952,2,2025-06-27,2025-06-27,False,False,SUPPORT_PULLBACK
2025-06-30,300204,舒泰神,s6setup-9c182d59a5d74d9b9c2f,WATCH_CANDIDATE,s6event-50170b2c740db12762ce,4,2025-06-25,2025-06-26,False,False,NONE
2025-06-30,600353,旭光电子,s6setup-ed62b8948c41e192b4a6,WATCH_CANDIDATE,s6event-d6e96c8475fe2207037a,2,2025-06-27,2025-06-27,False,False,NONE
2025-06-30,600392,盛和资源,s6setup-ce4b7ca71cf102533f26,WATCH_CANDIDATE,s6event-a14a0c6d33cc8e211466,1,2025-06-30,2025-06-30,True,True,SUPPORT_PULLBACK
2025-07-01,000766,通化金马,s6setup-59623e563d0da8f46a90,KEY_CANDIDATE,s6event-72aca919e1aa6d764148,1,2025-07-01,2025-07-01,True,True,SUPPORT_PULLBACK
2025-07-01,002317,众生药业,s6setup-7cf3aadef71694a02d4f,WATCH_CANDIDATE,s6event-c6d1676ad100adb667e6,1,2025-07-01,2025-07-01,True,True,SUPPORT_PULLBACK
2025-07-01,300299,富春股份,s6setup-fe57ace2f3bd9f89704c,KEY_CANDIDATE,s6event-ce6942ad4181758d55fe,2,2025-06-27,2025-06-27,False,False,SUPPORT_PULLBACK
2025-07-02,300299,富春股份,s6setup-fe57ace2f3bd9f89704c,KEY_CANDIDATE,s6event-ce6942ad4181758d55fe,3,2025-06-27,2025-06-27,False,False,SUPPORT_PULLBACK
2025-07-03,002550,千红制药,s6setup-f1c97bd07e9e81b642cd,WATCH_CANDIDATE,s6event-b656cc453156735d18f2,1,2025-07-03,,True,False,NONE
2025-07-03,300299,富春股份,s6setup-fe57ace2f3bd9f89704c,KEY_CANDIDATE,s6event-ce6942ad4181758d55fe,4,2025-06-27,2025-06-27,False,False,SUPPORT_PULLBACK
2025-07-03,688619,罗普特,s6setup-735ca3a91750dc4692c1,KEY_CANDIDATE,s6event-16d8a27bf87c3b2f3439,1,2025-07-03,,True,False,NONE
2025-07-04,300180,华峰超纤,s6setup-3df680df65206ff003c0,WATCH_CANDIDATE,s6event-74e53043f5407bc8bdf9,1,2025-07-04,2025-07-04,True,True,SUPPORT_PULLBACK
2025-07-04,688619,罗普特,s6setup-735ca3a91750dc4692c1,KEY_CANDIDATE,s6event-16d8a27bf87c3b2f3439,2,2025-07-03,2025-07-04,False,True,SUPPORT_PULLBACK
2025-07-07,300386,飞天诚信,s6setup-3cbfa8d687c8a76f1b76,WATCH_CANDIDATE,s6event-2ad59a4408dd4d111fa3,1,2025-07-07,,True,False,NONE
2025-07-07,300457,赢合科技,s6setup-299bd8ef7828db0ae0df,KEY_CANDIDATE,s6event-62ff4ac623c1dc7c5acf,1,2025-07-07,2025-07-07,True,True,SUPPORT_PULLBACK
2025-07-07,300468,四方精创,s6setup-b5f3c1335eb3444dbfc4,WATCH_CANDIDATE,s6event-f72697d700140cde9b68,1,2025-07-07,,True,False,NONE
2025-07-07,688183,生益电子,s6setup-3a152a7ec1bfaca2be54,WATCH_CANDIDATE,s6event-8ed52ccf243480c1d1ad,1,2025-07-07,,True,False,NONE
2025-07-07,688619,罗普特,s6setup-d13a6c535c5f05eb28f3,KEY_CANDIDATE,s6event-16d8a27bf87c3b2f3439,3,2025-07-03,2025-07-04,False,False,SUPPORT_PULLBACK
2025-07-08,300386,飞天诚信,s6setup-3cbfa8d687c8a76f1b76,WATCH_CANDIDATE,s6event-2ad59a4408dd4d111fa3,2,2025-07-07,,False,False,NONE
2025-07-08,300457,赢合科技,s6setup-299bd8ef7828db0ae0df,KEY_CANDIDATE,s6event-62ff4ac623c1dc7c5acf,2,2025-07-07,2025-07-07,False,False,SUPPORT_PULLBACK
2025-07-08,300468,四方精创,s6setup-b5f3c1335eb3444dbfc4,WATCH_CANDIDATE,s6event-f72697d700140cde9b68,2,2025-07-07,,False,False,NONE
2025-07-08,300698,万马科技,s6setup-6668ff7ac7cef8a955df,WATCH_CANDIDATE,s6event-a71f65c08cee7a6bda73,1,2025-07-08,2025-07-08,True,True,SUPPORT_PULLBACK
2025-07-08,688183,生益电子,s6setup-3a152a7ec1bfaca2be54,WATCH_CANDIDATE,s6event-8ed52ccf243480c1d1ad,2,2025-07-07,,False,False,NONE
2025-07-08,688619,罗普特,s6setup-d13a6c535c5f05eb28f3,KEY_CANDIDATE,s6event-16d8a27bf87c3b2f3439,4,2025-07-03,2025-07-04,False,False,SUPPORT_PULLBACK
2025-07-09,300386,飞天诚信,s6setup-3cbfa8d687c8a76f1b76,WATCH_CANDIDATE,s6event-2ad59a4408dd4d111fa3,3,2025-07-07,2025-07-09,False,True,SUPPORT_PULLBACK
2025-07-09,300450,先导智能,s6setup-adf6c601c300982c2d25,WATCH_CANDIDATE,s6event-128058d1e8e3b78bb4be,1,2025-07-09,2025-07-09,True,True,SUPPORT_PULLBACK
2025-07-09,300468,四方精创,s6setup-b5f3c1335eb3444dbfc4,WATCH_CANDIDATE,s6event-f72697d700140cde9b68,3,2025-07-07,2025-07-09,False,True,SUPPORT_PULLBACK
2025-07-09,300773,拉卡拉,s6setup-0015f29d48d62fab711c,KEY_CANDIDATE,s6event-a0939b05f71f63c38944,1,2025-07-09,2025-07-09,True,True,SUPPORT_PULLBACK
2025-07-09,600178,东安动力,s6setup-d813adf2283cf382647f,WATCH_CANDIDATE,s6event-1e30afb2041868f1169b,1,2025-07-09,2025-07-09,True,True,SUPPORT_PULLBACK
2025-07-09,688183,生益电子,s6setup-3a152a7ec1bfaca2be54,KEY_CANDIDATE,s6event-8ed52ccf243480c1d1ad,3,2025-07-07,2025-07-09,False,True,SUPPORT_PULLBACK
2025-07-10,688143,长盈通,s6setup-b2682305a9609112432f,WATCH_CANDIDATE,s6event-4653b1381fb97081fef4,1,2025-07-10,2025-07-10,True,True,SUPPORT_PULLBACK
2025-07-10,688183,生益电子,s6setup-3a152a7ec1bfaca2be54,WATCH_CANDIDATE,s6event-8ed52ccf243480c1d1ad,4,2025-07-07,2025-07-09,False,False,NONE
2025-07-10,688267,中触媒,s6setup-6cd374be7a0320858639,WATCH_CANDIDATE,s6event-348ab10163a66851c9a5,1,2025-07-10,,True,False,NONE
2025-07-10,688297,中无人机,s6setup-5cee559a66fa7937a45f,WATCH_CANDIDATE,s6event-f8b68ef9ccd9cf2a0cb4,1,2025-07-10,,True,False,NONE
2025-07-11,002074,国轩高科,s6setup-2ca32ff829370255b97d,WATCH_CANDIDATE,s6event-2711cecdf5b6fd71a334,1,2025-07-11,2025-07-11,True,True,SUPPORT_PULLBACK
2025-07-11,600178,东安动力,s6setup-b14ad88c96db773f63b3,WATCH_CANDIDATE,s6event-1e30afb2041868f1169b,2,2025-07-09,2025-07-09,False,False,SUPPORT_PULLBACK
2025-07-11,688498,源杰科技,s6setup-7dac45509423022383a9,WATCH_CANDIDATE,s6event-f2330f70b021b507a3a8,1,2025-07-11,,True,False,NONE
2025-07-11,688499,利元亨,s6setup-74f372bf66beabfdd5b9,KEY_CANDIDATE,s6event-d08b48a8db4762647209,1,2025-07-11,2025-07-11,True,True,SUPPORT_PULLBACK
2025-07-14,000519,中兵红箭,s6setup-d125da2ab6d89687d74c,WATCH_CANDIDATE,s6event-a30c251bfbf3c7984ce2,1,2025-07-14,2025-07-14,True,True,SUPPORT_PULLBACK
2025-07-14,002125,湘潭电化,s6setup-7e75682ebabd402c55ab,WATCH_CANDIDATE,s6event-d85d8e16766a8c71b940,1,2025-07-14,2025-07-14,True,True,SUPPORT_PULLBACK
2025-07-14,600178,东安动力,s6setup-3fb1d338d8940b3e806e,WATCH_CANDIDATE,s6event-1e30afb2041868f1169b,3,2025-07-09,2025-07-09,False,False,SUPPORT_PULLBACK
2025-07-14,688498,源杰科技,s6setup-e7988503288262c6e9da,WATCH_CANDIDATE,s6event-f2330f70b021b507a3a8,2,2025-07-11,2025-07-14,False,True,SUPPORT_PULLBACK
2025-07-14,688499,利元亨,s6setup-7df94c56685a2b5bee69,KEY_CANDIDATE,s6event-d08b48a8db4762647209,2,2025-07-11,2025-07-11,False,False,SUPPORT_PULLBACK
2025-07-15,000519,中兵红箭,s6setup-d125da2ab6d89687d74c,WATCH_CANDIDATE,s6event-a30c251bfbf3c7984ce2,2,2025-07-14,2025-07-14,False,False,SUPPORT_PULLBACK
2025-07-15,301205,联特科技,s6setup-60999f27e1235d996029,WATCH_CANDIDATE,s6event-c10c7779e5916b4351cb,1,2025-07-15,2025-07-15,True,True,SUPPORT_PULLBACK
2025-07-15,688267,中触媒,s6setup-875f4b92169e442ea23e,WATCH_CANDIDATE,s6event-348ab10163a66851c9a5,2,2025-07-10,,False,False,NONE
2025-07-15,688498,源杰科技,s6setup-335aa82abdabfb8430e2,WATCH_CANDIDATE,s6event-f2330f70b021b507a3a8,3,2025-07-11,2025-07-14,False,False,NONE
2025-07-15,688499,利元亨,s6setup-9425b6f1af2efec011d4,KEY_CANDIDATE,s6event-d08b48a8db4762647209,3,2025-07-11,2025-07-11,False,False,NONE
2025-07-16,002210,飞马国际,s6setup-3c527aa803492bc46e6e,WATCH_CANDIDATE,s6event-e410d8f8b5f89a6d373b,1,2025-07-16,2025-07-16,True,True,SUPPORT_PULLBACK
2025-07-16,600666,奥瑞德,s6setup-4a1258ac2843d19b3f32,WATCH_CANDIDATE,s6event-8775450989c69737efac,1,2025-07-16,2025-07-16,True,True,SUPPORT_PULLBACK
2025-07-16,688499,利元亨,s6setup-7df94c56685a2b5bee69,KEY_CANDIDATE,s6event-d08b48a8db4762647209,4,2025-07-11,2025-07-11,False,False,SUPPORT_PULLBACK
2025-07-17,002549,凯美特气,s6setup-94d323a8e87e2f5f2975,WATCH_CANDIDATE,s6event-d9b3a990b47ce67c83d9,1,2025-07-17,2025-07-17,True,True,SUPPORT_PULLBACK
2025-07-17,300293,蓝英装备,s6setup-2c01acb7c2b4c647169a,KEY_CANDIDATE,s6event-fe50fe100f16d2d0808f,1,2025-07-17,,True,False,NONE
2025-07-17,600570,恒生电子,s6setup-e582264ca0749f43de5d,WATCH_CANDIDATE,s6event-74c8b0d7188a077e4a91,1,2025-07-17,,True,False,NONE
2025-07-17,600666,奥瑞德,s6setup-4a1258ac2843d19b3f32,KEY_CANDIDATE,s6event-8775450989c69737efac,2,2025-07-16,2025-07-16,False,False,SUPPORT_PULLBACK
2025-07-17,600967,内蒙一机,s6setup-617a61badb000ef99227,KEY_CANDIDATE,s6event-d692631e8965df6f8b43,1,2025-07-17,,True,False,NONE
2025-07-17,688398,赛特新材,s6setup-a2064b7c632da1883039,KEY_CANDIDATE,s6event-c2213d10b4756aa3d6e1,1,2025-07-17,2025-07-17,True,True,SUPPORT_PULLBACK
2025-07-18,002549,凯美特气,s6setup-94d323a8e87e2f5f2975,WATCH_CANDIDATE,s6event-d9b3a990b47ce67c83d9,2,2025-07-17,2025-07-17,False,False,NONE
2025-07-18,600095,湘财股份,s6setup-e1d85bbb7310d7c7de05,KEY_CANDIDATE,s6event-ad88b7e772d4c3932501,1,2025-07-18,,True,False,NONE
2025-07-18,601162,天风证券,s6setup-d38b0f68ca0e92fc6098,WATCH_CANDIDATE,s6event-389025e68a2cbc69b49b,1,2025-07-18,2025-07-18,True,True,SUPPORT_PULLBACK
2025-07-18,688191,智洋创新,s6setup-c322353cc4fe738b3788,WATCH_CANDIDATE,s6event-d11d631bbc5c45f07f0a,1,2025-07-18,,True,False,NONE
2025-07-18,688398,赛特新材,s6setup-12dfd70fe13ef9e04d00,KEY_CANDIDATE,s6event-c2213d10b4756aa3d6e1,2,2025-07-17,2025-07-17,False,False,NONE
2025-07-21,002189,中光学,s6setup-04e5a63a128999110382,KEY_CANDIDATE,s6event-5c14282b34d5a55d0d25,1,2025-07-21,,True,False,NONE
2025-07-21,600095,湘财股份,s6setup-24ebde40885e351460b5,KEY_CANDIDATE,s6event-ad88b7e772d4c3932501,2,2025-07-18,2025-07-21,False,True,SUPPORT_PULLBACK
2025-07-21,601162,天风证券,s6setup-d38b0f68ca0e92fc6098,WATCH_CANDIDATE,s6event-389025e68a2cbc69b49b,2,2025-07-18,2025-07-18,False,False,SUPPORT_PULLBACK
2025-07-21,688398,赛特新材,s6setup-12dfd70fe13ef9e04d00,KEY_CANDIDATE,s6event-c2213d10b4756aa3d6e1,3,2025-07-17,2025-07-17,False,False,SUPPORT_PULLBACK
2025-07-22,600095,湘财股份,s6setup-e1d85bbb7310d7c7de05,KEY_CANDIDATE,s6event-ad88b7e772d4c3932501,3,2025-07-18,2025-07-21,False,False,NONE
2025-07-22,601162,天风证券,s6setup-d38b0f68ca0e92fc6098,WATCH_CANDIDATE,s6event-389025e68a2cbc69b49b,3,2025-07-18,2025-07-18,False,False,SUPPORT_PULLBACK
2025-07-23,300533,冰川网络,s6setup-d305e702383d30689c52,WATCH_CANDIDATE,s6event-948a7678e5b4c109d9d6,1,2025-07-23,2025-07-23,True,True,SUPPORT_PULLBACK
2025-07-23,688260,昀冢科技,s6setup-d870080aa7f4b73ebf0d,KEY_CANDIDATE,s6event-d0706a1da4b62f95698c,1,2025-07-23,,True,False,NONE
2025-07-24,002048,宁波华翔,s6setup-f5421e73dd4081027fbf,WATCH_CANDIDATE,s6event-d70a9fc3cedc1e3e8eef,1,2025-07-24,2025-07-24,True,True,SUPPORT_PULLBACK
2025-07-24,002342,巨力索具,s6setup-9d1b0130a0ec33cd3b7d,KEY_CANDIDATE,s6event-49f7c9475ea3f6375d4f,1,2025-07-24,2025-07-24,True,True,SUPPORT_PULLBACK
2025-07-24,688260,昀冢科技,s6setup-50c8b1672d9f17e4bc47,KEY_CANDIDATE,s6event-d0706a1da4b62f95698c,2,2025-07-23,,False,False,WAIT_BREAKOUT
2025-07-25,301389,隆扬电子,s6setup-5a07dec4b31cd092b84c,KEY_CANDIDATE,s6event-c82910a511527b7469e7,1,2025-07-25,2025-07-25,True,True,SUPPORT_PULLBACK
2025-07-25,603228,景旺电子,s6setup-e4aabaeb4a177d943648,WATCH_CANDIDATE,s6event-14c2f9d7544a8ee1b8a5,1,2025-07-25,,True,False,NONE
2025-07-28,002342,巨力索具,s6setup-9d1b0130a0ec33cd3b7d,KEY_CANDIDATE,s6event-49f7c9475ea3f6375d4f,2,2025-07-24,2025-07-24,False,False,SUPPORT_PULLBACK
2025-07-28,002636,金安国纪,s6setup-b227bd5020185bae3e64,WATCH_CANDIDATE,s6event-7d46a77df87aee5d01a4,1,2025-07-28,,True,False,NONE
2025-07-28,688382,益方生物,s6setup-60835cee0f3698187eeb,WATCH_CANDIDATE,s6event-6c8eb73eca5abb58739a,1,2025-07-28,2025-07-28,True,True,SUPPORT_PULLBACK
2025-07-28,688663,新风光,s6setup-21392e3a9f8d76d3f882,WATCH_CANDIDATE,s6event-f5883e319a550cc1b285,1,2025-07-28,2025-07-28,True,True,SUPPORT_PULLBACK
2025-07-29,000989,九芝堂,s6setup-d71494a0ad33658203ce,KEY_CANDIDATE,s6event-84d67e3c1adf35c7bd96,1,2025-07-29,2025-07-29,True,True,SUPPORT_PULLBACK
