evaluation_date,code,name,setup_id,candidate_type,candidate_event_id,candidate_event_sequence,first_candidate_date,first_executable_date,is_first_candidate_event,is_first_executable_event,entry_archetype
2024-11-21,688015,交控科技,s6setup-379b47d4a8f9a2b84d9b,WATCH_CANDIDATE,s6event-dd14f44988f6dcbe85de,2,2024-11-20,2024-11-21,False,True,SUPPORT_PULLBACK
2024-11-22,300857,协创数据,s6setup-42f12e312df88455db31,KEY_CANDIDATE,s6event-ed3ee52d627c38eb96e7,1,2024-11-22,2024-11-22,True,True,SUPPORT_PULLBACK
2024-11-22,603099,长白山,s6setup-f5596be19bb7272c4656,KEY_CANDIDATE,s6event-4e5be90ee4ed8e45b2a1,1,2024-11-22,2024-11-22,True,True,SUPPORT_PULLBACK
2024-11-25,002979,雷赛智能,s6setup-313394d2517122d09fe9,KEY_CANDIDATE,s6event-ecd2f2d68aef3fd30d77,1,2024-11-25,2024-11-25,True,True,SUPPORT_PULLBACK
2024-11-25,600010,包钢股份,s6setup-dbea198c47162c06a439,KEY_CANDIDATE,s6event-6430e928249ca2be0c85,1,2024-11-25,2024-11-25,True,True,SUPPORT_PULLBACK
2024-11-25,603099,长白山,s6setup-7b16baa68ddbd2d18b34,KEY_CANDIDATE,s6event-4e5be90ee4ed8e45b2a1,2,2024-11-22,2024-11-22,False,False,SUPPORT_PULLBACK
2024-11-25,688418,震有科技,s6setup-c900465decb008272a75,KEY_CANDIDATE,s6event-75ed7f22e5627652b622,1,2024-11-25,,True,False,NONE
2024-11-26,603099,长白山,s6setup-7b16baa68ddbd2d18b34,WATCH_CANDIDATE,s6event-4e5be90ee4ed8e45b2a1,3,2024-11-22,2024-11-22,False,False,NONE
2024-11-26,688418,震有科技,s6setup-76ad98e4224f639a066d,WATCH_CANDIDATE,s6event-75ed7f22e5627652b622,2,2024-11-25,,False,False,NONE
2024-12-02,688027,国盾量子,s6setup-cc6c31f79103fda91a9f,WATCH_CANDIDATE,s6event-10ab4ad3674026702744,1,2024-12-02,,True,False,NONE
2024-12-02,688116,天奈科技,s6setup-ae1919e95f7b3d37f2ad,KEY_CANDIDATE,s6event-f4c18c3aeeff2d55f5aa,1,2024-12-02,,True,False,NONE
2024-12-03,688027,国盾量子,s6setup-cc6c31f79103fda91a9f,WATCH_CANDIDATE,s6event-10ab4ad3674026702744,2,2024-12-02,,False,False,NONE
2024-12-03,688299,长阳科技,s6setup-43afa70145b72df89eb9,WATCH_CANDIDATE,s6event-4095879fec5110746473,1,2024-12-03,2024-12-03,True,True,SUPPORT_PULLBACK
2024-12-04,300622,博士眼镜,s6setup-0016297a5a560bad3b35,WATCH_CANDIDATE,s6event-4849622c6aaa4bdecfcc,1,2024-12-04,,True,False,NONE
2024-12-04,688116,天奈科技,s6setup-ae1919e95f7b3d37f2ad,KEY_CANDIDATE,s6event-f4c18c3aeeff2d55f5aa,2,2024-12-02,2024-12-04,False,True,SUPPORT_PULLBACK
2024-12-04,688299,长阳科技,s6setup-43afa70145b72df89eb9,WATCH_CANDIDATE,s6event-4095879fec5110746473,2,2024-12-03,2024-12-03,False,False,SUPPORT_PULLBACK
2024-12-05,002241,歌尔股份,s6setup-c8f06de1d14a601c92f2,WATCH_CANDIDATE,s6event-f73a616002a1a0cfc8d0,1,2024-12-05,,True,False,NONE
2024-12-05,300622,博士眼镜,s6setup-0016297a5a560bad3b35,WATCH_CANDIDATE,s6event-4849622c6aaa4bdecfcc,2,2024-12-04,2024-12-05,False,True,SUPPORT_PULLBACK
2024-12-05,688027,国盾量子,s6setup-cc6c31f79103fda91a9f,WATCH_CANDIDATE,s6event-10ab4ad3674026702744,3,2024-12-02,2024-12-05,False,True,SUPPORT_PULLBACK
2024-12-06,300131,英唐智控,s6setup-8d7f3cd60a44c38e966c,WATCH_CANDIDATE,s6event-bea5055d3221e44e3dad,1,2024-12-06,2024-12-06,True,True,SUPPORT_PULLBACK
2024-12-06,688047,龙芯中科,s6setup-14e014135a88f7a17339,WATCH_CANDIDATE,s6event-ce19f60da75aed390b9e,1,2024-12-06,,True,False,NONE
2024-12-09,002245,蔚蓝锂芯,s6setup-7cfb7c6ade0dd98f80b1,KEY_CANDIDATE,s6event-07d0cf57454c7cc4184c,1,2024-12-09,2024-12-09,True,True,SUPPORT_PULLBACK
2024-12-09,600104,上汽集团,s6setup-16907d8b1e8abc6aa0b4,KEY_CANDIDATE,s6event-06d62bae53a90fa01174,1,2024-12-09,2024-12-09,True,True,SUPPORT_PULLBACK
2024-12-10,002245,蔚蓝锂芯,s6setup-bb09aca5ea8ef855f0f4,KEY_CANDIDATE,s6event-07d0cf57454c7cc4184c,2,2024-12-09,2024-12-09,False,False,SUPPORT_PULLBACK
2024-12-11,002194,武汉凡谷,s6setup-3612f5ac72a5762c6014,KEY_CANDIDATE,s6event-fdf3abf19eddc202c642,1,2024-12-11,2024-12-11,True,True,SUPPORT_PULLBACK
2024-12-11,600776,东方通信,s6setup-2d0fcc865c125bc42520,KEY_CANDIDATE,s6event-24bb43e5ecfd944c3de5,1,2024-12-11,,True,False,NONE
2024-12-11,601360,三六零,s6setup-6271e09715fb99b07d7c,KEY_CANDIDATE,s6event-b169413ceb6d517710ae,1,2024-12-11,2024-12-11,True,True,SUPPORT_PULLBACK
2024-12-12,600776,东方通信,s6setup-2d0fcc865c125bc42520,KEY_CANDIDATE,s6event-24bb43e5ecfd944c3de5,2,2024-12-11,,False,False,NONE
2024-12-12,601615,明阳智能,s6setup-8d97ee6c589ea1ecf708,WATCH_CANDIDATE,s6event-5009bb16d6aef0b8fd99,1,2024-12-12,,True,False,WAIT_BREAKOUT
2024-12-12,603078,江化微,s6setup-5e35a695f2bd5244a9c7,KEY_CANDIDATE,s6event-6f59b3c69b820faa0c8c,1,2024-12-12,2024-12-12,True,True,SUPPORT_PULLBACK
2024-12-13,300377,赢时胜,s6setup-861e18604179a7947c08,WATCH_CANDIDATE,s6event-6b7d949c83b5b7968218,1,2024-12-13,2024-12-13,True,True,SUPPORT_PULLBACK
2024-12-13,601615,明阳智能,s6setup-8d97ee6c589ea1ecf708,WATCH_CANDIDATE,s6event-5009bb16d6aef0b8fd99,2,2024-12-12,2024-12-13,False,True,SUPPORT_PULLBACK
2024-12-16,300694,蠡湖股份,s6setup-16fbe563d003ec7102ed,WATCH_CANDIDATE,s6event-b595ac4c76f8ae0f5caa,1,2024-12-16,,True,False,NONE
2024-12-16,600292,电投水电,s6setup-6e3280140834bf327467,WATCH_CANDIDATE,s6event-18d4ebc0506f2cd2ad38,1,2024-12-16,2024-12-16,True,True,SUPPORT_PULLBACK
2024-12-17,300694,蠡湖股份,s6setup-16fbe563d003ec7102ed,WATCH_CANDIDATE,s6event-b595ac4c76f8ae0f5caa,2,2024-12-16,,False,False,NONE
2024-12-18,600601,方正科技,s6setup-c456d52e3d99d7b05be2,WATCH_CANDIDATE,s6event-c10b5d7ff1948e718b95,1,2024-12-18,2024-12-18,True,True,SUPPORT_PULLBACK
2024-12-19,300370,安控科技,s6setup-407f2bb2aee712d9378a,WATCH_CANDIDATE,s6event-449ebfe24e0b3f910735,1,2024-12-19,2024-12-19,True,True,SUPPORT_PULLBACK
2024-12-19,300459,汤姆猫,s6setup-dbc04670d4bf601779fa,WATCH_CANDIDATE,s6event-99a5e35ae22e99e9a682,1,2024-12-19,2024-12-19,True,True,SUPPORT_PULLBACK
2024-12-20,300182,捷成股份,s6setup-d2c15ade4641dee97cba,WATCH_CANDIDATE,s6event-f05032540888655bac9e,1,2024-12-20,,True,False,NONE
2024-12-20,300459,汤姆猫,s6setup-dbc04670d4bf601779fa,KEY_CANDIDATE,s6event-99a5e35ae22e99e9a682,2,2024-12-19,2024-12-19,False,False,SUPPORT_PULLBACK
2024-12-20,300660,江苏雷利,s6setup-04ef634a8a882f10d1b6,KEY_CANDIDATE,s6event-67875665aeceb31a8ce9,1,2024-12-20,,True,False,NONE
2024-12-20,600864,哈投股份,s6setup-2dcaee0f6253a30902e6,WATCH_CANDIDATE,s6event-91cee0cc37286ab99f3c,1,2024-12-20,2024-12-20,True,True,SUPPORT_PULLBACK
2024-12-23,300660,江苏雷利,s6setup-04ef634a8a882f10d1b6,WATCH_CANDIDATE,s6event-67875665aeceb31a8ce9,2,2024-12-20,2024-12-23,False,True,SUPPORT_PULLBACK
2024-12-24,002139,拓邦股份,s6setup-fd1e90188568d41c4d76,KEY_CANDIDATE,s6event-abe50c620aeb03c254f2,1,2024-12-24,2024-12-24,True,True,SUPPORT_PULLBACK
2024-12-24,002979,雷赛智能,s6setup-19de00fa889a1c2ce895,WATCH_CANDIDATE,s6event-3ff55fa9dddb0ce68145,1,2024-12-24,,True,False,NONE
2024-12-24,300660,江苏雷利,s6setup-04ef634a8a882f10d1b6,KEY_CANDIDATE,s6event-67875665aeceb31a8ce9,3,2024-12-20,2024-12-23,False,False,NONE
2024-12-25,002139,拓邦股份,s6setup-fd1e90188568d41c4d76,KEY_CANDIDATE,s6event-abe50c620aeb03c254f2,2,2024-12-24,2024-12-24,False,False,SUPPORT_PULLBACK
2024-12-25,300276,三丰智能,s6setup-6def61aaa26d7a0e6f00,WATCH_CANDIDATE,s6event-ea9dd03830f9f8dd5b9e,1,2024-12-25,2024-12-25,True,True,SUPPORT_PULLBACK
2024-12-25,300660,江苏雷利,s6setup-82318e9097d5e2ae5a75,KEY_CANDIDATE,s6event-67875665aeceb31a8ce9,4,2024-12-20,2024-12-23,False,False,SUPPORT_PULLBACK
2024-12-26,002139,拓邦股份,s6setup-fd1e90188568d41c4d76,WATCH_CANDIDATE,s6event-abe50c620aeb03c254f2,3,2024-12-24,2024-12-24,False,False,SUPPORT_PULLBACK
2024-12-26,300276,三丰智能,s6setup-6def61aaa26d7a0e6f00,WATCH_CANDIDATE,s6event-ea9dd03830f9f8dd5b9e,2,2024-12-25,2024-12-25,False,False,SUPPORT_PULLBACK
2024-12-26,300503,昊志机电,s6setup-4be758aa7cd2b076adfe,WATCH_CANDIDATE,s6event-eae8ded838d613114f9c,1,2024-12-26,2024-12-26,True,True,SUPPORT_PULLBACK
2024-12-27,002139,拓邦股份,s6setup-fd1e90188568d41c4d76,WATCH_CANDIDATE,s6event-abe50c620aeb03c254f2,4,2024-12-24,2024-12-24,False,False,WAIT_BREAKOUT
2024-12-27,300403,汉宇集团,s6setup-16b388b01bcdba9acf84,WATCH_CANDIDATE,s6event-1c1530e7cdef34ee9d20,1,2024-12-27,2024-12-27,True,True,SUPPORT_PULLBACK
2024-12-27,300660,江苏雷利,s6setup-04ef634a8a882f10d1b6,WATCH_CANDIDATE,s6event-67875665aeceb31a8ce9,5,2024-12-20,2024-12-23,False,False,SUPPORT_PULLBACK
2024-12-27,688787,海天瑞声,s6setup-d3019118655a97c1c18a,WATCH_CANDIDATE,s6event-77458ebca9d455be3c96,1,2024-12-27,2024-12-27,True,True,SUPPORT_PULLBACK
2024-12-30,688205,德科立,s6setup-97ceb9eb89758d0cd3b1,WATCH_CANDIDATE,s6event-c0718da91785d4bfccd5,1,2024-12-30,,True,False,NONE
2024-12-30,688787,海天瑞声,s6setup-7432ad1cb6aa3d94c1cc,WATCH_CANDIDATE,s6event-77458ebca9d455be3c96,2,2024-12-27,2024-12-27,False,False,SUPPORT_PULLBACK
2025-01-03,688205,德科立,s6setup-65fe963253d88d0a6493,WATCH_CANDIDATE,s6event-c0718da91785d4bfccd5,2,2024-12-30,2025-01-03,False,True,SUPPORT_PULLBACK
2025-01-14,300153,科泰电源,s6setup-0a4db8a473032dbd1ffb,WATCH_CANDIDATE,s6event-9fe80043f054b5813b56,1,2025-01-14,2025-01-14,True,True,SUPPORT_PULLBACK
2025-01-14,300913,兆龙互连,s6setup-e8eb38b1be1b6db794ca,WATCH_CANDIDATE,s6event-6812948621d189b1f6a0,1,2025-01-14,2025-01-14,True,True,SUPPORT_PULLBACK
2025-01-14,603236,移远通信,s6setup-c798af28efd589de84d8,WATCH_CANDIDATE,s6event-71d9da9e6ad06f61fc79,1,2025-01-14,,True,False,NONE
2025-01-15,300383,光环新网,s6setup-055f624a2e78d5a0096b,WATCH_CANDIDATE,s6event-80beba2085c36669cf94,1,2025-01-15,,True,False,NONE
2025-01-16,002837,英维克,s6setup-d237c63e5ef4128ba007,WATCH_CANDIDATE,s6event-a6e600476257146e80fa,1,2025-01-16,2025-01-16,True,True,SUPPORT_PULLBACK
2025-01-17,002837,英维克,s6setup-db6b8624ef8fbb8c39bb,WATCH_CANDIDATE,s6event-a6e600476257146e80fa,2,2025-01-16,2025-01-16,False,False,SUPPORT_PULLBACK
2025-01-17,300548,长芯博创,s6setup-c5c467da96963d5f8101,WATCH_CANDIDATE,s6event-2e6d01a258443199b945,1,2025-01-17,,True,False,NONE
2025-01-17,688300,联瑞新材,s6setup-cf361e9a86cd625db123,WATCH_CANDIDATE,s6event-05e466b07cb6aa518ed5,1,2025-01-17,,True,False,NONE
2025-01-20,002837,英维克,s6setup-c5404b55eadcccdf475a,WATCH_CANDIDATE,s6event-a6e600476257146e80fa,3,2025-01-16,2025-01-16,False,False,NONE
2025-01-20,002916,深南电路,s6setup-d5115329e96a644ef467,WATCH_CANDIDATE,s6event-b19f0a644b6d8bec9a6d,1,2025-01-20,,True,False,NONE
2025-01-21,002837,英维克,s6setup-f67c342e5e1c5b0460b4,WATCH_CANDIDATE,s6event-a6e600476257146e80fa,4,2025-01-16,2025-01-16,False,False,NONE
2025-01-22,300708,聚灿光电,s6setup-0a630f7143c7c44f29df,KEY_CANDIDATE,s6event-b58f6f8584bac646521c,1,2025-01-22,2025-01-22,True,True,SUPPORT_PULLBACK
2025-01-23,300708,聚灿光电,s6setup-819b55c44b879628da21,WATCH_CANDIDATE,s6event-b58f6f8584bac646521c,2,2025-01-22,2025-01-22,False,False,NONE
2025-02-06,002779,中坚科技,s6setup-eaeec946631a8c7068b1,WATCH_CANDIDATE,s6event-d9f4b5e88719082b8bc3,1,2025-02-06,,True,False,NONE
2025-02-06,688571,杭华股份,s6setup-124316f9ae6e7421f426,WATCH_CANDIDATE,s6event-906c49f7cc62fc19c874,1,2025-02-06,,True,False,NONE
2025-02-07,300684,中石科技,s6setup-28fe5a89fa9261a77ef7,WATCH_CANDIDATE,s6event-97e903bc9c028f55b17e,1,2025-02-07,2025-02-07,True,True,SUPPORT_PULLBACK
2025-02-10,002119,康强电子,s6setup-0128d555faa09eeebb8f,WATCH_CANDIDATE,s6event-720e36ef853d1cbbfb7e,1,2025-02-10,,True,False,NONE
2025-02-10,300684,中石科技,s6setup-e1ffb4c368f38b7370dd,WATCH_CANDIDATE,s6event-4ff575d5bdd615b666e2,1,2025-02-10,2025-02-10,True,True,SUPPORT_PULLBACK
2025-02-11,002119,康强电子,s6setup-ee83bf34d16fd61dbe6e,WATCH_CANDIDATE,s6event-720e36ef853d1cbbfb7e,2,2025-02-10,2025-02-11,False,True,SUPPORT_PULLBACK
2025-02-11,600601,方正科技,s6setup-f532cfcef1961d07d7a5,KEY_CANDIDATE,s6event-677e4c803b1030f7e12c,1,2025-02-11,2025-02-11,True,True,SUPPORT_PULLBACK
2025-02-11,603015,弘讯科技,s6setup-84ab2f527131a37304df,KEY_CANDIDATE,s6event-f141cdc4512356527e2a,1,2025-02-11,,True,False,NONE
2025-02-12,600601,方正科技,s6setup-f532cfcef1961d07d7a5,KEY_CANDIDATE,s6event-677e4c803b1030f7e12c,2,2025-02-11,2025-02-11,False,False,NONE
2025-02-12,603986,兆易创新,s6setup-7a6580f669fe0713c9ea,WATCH_CANDIDATE,s6event-ffb2fbee398f10a179d6,1,2025-02-12,,True,False,WAIT_BREAKOUT
2025-02-13,002779,中坚科技,s6setup-a87bc4274e1797816b7e,WATCH_CANDIDATE,s6event-d9f4b5e88719082b8bc3,2,2025-02-06,,False,False,NONE
2025-02-13,600183,生益科技,s6setup-cddc9fa2ae414bb11d69,WATCH_CANDIDATE,s6event-5ac1c5336a686e6636be,1,2025-02-13,2025-02-13,True,True,SUPPORT_PULLBACK
2025-02-13,688288,鸿泉技术,s6setup-218c603583976a102055,KEY_CANDIDATE,s6event-84cbfcd657b2e217a2fd,1,2025-02-13,,True,False,NONE
2025-02-14,002779,中坚科技,s6setup-18aae797240da13c306a,WATCH_CANDIDATE,s6event-d9f4b5e88719082b8bc3,3,2025-02-06,,False,False,NONE
2025-02-14,300433,蓝思科技,s6setup-1cb2d12993de1176da44,WATCH_CANDIDATE,s6event-8814a42e754b3e0f798e,1,2025-02-14,,True,False,NONE
2025-02-17,002779,中坚科技,s6setup-18aae797240da13c306a,WATCH_CANDIDATE,s6event-d9f4b5e88719082b8bc3,4,2025-02-06,,False,False,NONE
2025-02-17,300433,蓝思科技,s6setup-65f64be8e941ebd44b99,WATCH_CANDIDATE,s6event-8814a42e754b3e0f798e,2,2025-02-14,,False,False,NONE
2025-02-17,301000,肇民科技,s6setup-918da66ce65af122abad,WATCH_CANDIDATE,s6event-4ae5f9c31a604728129c,1,2025-02-17,,True,False,NONE
2025-02-18,300433,蓝思科技,s6setup-65f64be8e941ebd44b99,KEY_CANDIDATE,s6event-8814a42e754b3e0f798e,3,2025-02-14,,False,False,NONE
2025-02-18,301000,肇民科技,s6setup-918da66ce65af122abad,WATCH_CANDIDATE,s6event-4ae5f9c31a604728129c,2,2025-02-17,2025-02-18,False,True,SUPPORT_PULLBACK
2025-02-18,603809,豪能股份,s6setup-b711397711c1038bd559,WATCH_CANDIDATE,s6event-d73eb82512902f98d8af,1,2025-02-18,,True,False,NONE
2025-02-18,688160,步科股份,s6setup-bb256764512af0a8dbea,WATCH_CANDIDATE,s6event-604a3fe62651a9d5529f,1,2025-02-18,,True,False,NONE
2025-02-19,300613,富瀚微,s6setup-a6e1ba2cf256a30223eb,WATCH_CANDIDATE,s6event-6365413cfd02937e65b8,1,2025-02-19,2025-02-19,True,True,SUPPORT_PULLBACK
2025-02-19,301000,肇民科技,s6setup-918da66ce65af122abad,WATCH_CANDIDATE,s6event-4ae5f9c31a604728129c,3,2025-02-17,2025-02-18,False,False,NONE
2025-02-19,603809,豪能股份,s6setup-51dd18023b551d7f64d7,WATCH_CANDIDATE,s6event-d73eb82512902f98d8af,2,2025-02-18,,False,False,NONE
2025-02-19,688160,步科股份,s6setup-bb256764512af0a8dbea,WATCH_CANDIDATE,s6event-604a3fe62651a9d5529f,2,2025-02-18,,False,False,NONE
2025-02-20,300433,蓝思科技,s6setup-1cb2d12993de1176da44,WATCH_CANDIDATE,s6event-8814a42e754b3e0f798e,4,2025-02-14,,False,False,NONE
2025-02-20,300613,富瀚微,s6setup-ccef6534bb60e0821650,WATCH_CANDIDATE,s6event-6365413cfd02937e65b8,2,2025-02-19,2025-02-19,False,False,NONE
2025-02-20,603809,豪能股份,s6setup-b711397711c1038bd559,KEY_CANDIDATE,s6event-d73eb82512902f98d8af,3,2025-02-18,,False,False,NONE
2025-02-21,603236,移远通信,s6setup-0ea4f7f9586e556c39d6,WATCH_CANDIDATE,s6event-b1f717c78a45bda973d5,1,2025-02-21,2025-02-21,True,True,SUPPORT_PULLBACK
2025-02-21,603809,豪能股份,s6setup-b711397711c1038bd559,WATCH_CANDIDATE,s6event-d73eb82512902f98d8af,4,2025-02-18,2025-02-21,False,True,SUPPORT_PULLBACK
2025-02-24,300433,蓝思科技,s6setup-1cb2d12993de1176da44,WATCH_CANDIDATE,s6event-8814a42e754b3e0f798e,5,2025-02-14,,False,False,NONE
2025-02-25,300433,蓝思科技,s6setup-1cb2d12993de1176da44,WATCH_CANDIDATE,s6event-8814a42e754b3e0f798e,6,2025-02-14,2025-02-25,False,True,SUPPORT_PULLBACK
2025-02-25,300634,彩讯股份,s6setup-ed8712b062c23b890d99,KEY_CANDIDATE,s6event-7f9d2cedbcf91b4efedc,1,2025-02-25,2025-02-25,True,True,SUPPORT_PULLBACK
2025-02-25,300925,法本信息,s6setup-38cff9e0e7e0419fec38,WATCH_CANDIDATE,s6event-050f76d94166e98295e9,1,2025-02-25,,True,False,NONE
2025-02-26,002517,恺英网络,s6setup-09f68dca72be920caa28,KEY_CANDIDATE,s6event-0caab65fc5abd404952e,1,2025-02-26,,True,False,NONE
2025-02-26,300229,拓尔思,s6setup-8351a4c7023572b12be5,KEY_CANDIDATE,s6event-9956cb653d515e4ad6c1,1,2025-02-26,2025-02-26,True,True,SUPPORT_PULLBACK
2025-02-26,300634,彩讯股份,s6setup-d887655c5a20d3bbae0d,KEY_CANDIDATE,s6event-7f9d2cedbcf91b4efedc,2,2025-02-25,2025-02-25,False,False,SUPPORT_PULLBACK
2025-02-26,300925,法本信息,s6setup-38cff9e0e7e0419fec38,WATCH_CANDIDATE,s6event-050f76d94166e98295e9,2,2025-02-25,2025-02-26,False,True,SUPPORT_PULLBACK
2025-02-26,600186,莲花控股,s6setup-4d929ef3b104891ee150,WATCH_CANDIDATE,s6event-d2e0bab13a2cbf0fc2fe,1,2025-02-26,,True,False,NONE
2025-02-26,688178,万德斯,s6setup-a82e2950ef5eb410c141,KEY_CANDIDATE,s6event-97a04ca9c5e2ee2b4e4f,1,2025-02-26,,True,False,NONE
2025-02-27,002517,恺英网络,s6setup-7c5bd582e895de16e58c,WATCH_CANDIDATE,s6event-0caab65fc5abd404952e,2,2025-02-26,,False,False,NONE
2025-02-27,600186,莲花控股,s6setup-4d929ef3b104891ee150,KEY_CANDIDATE,s6event-d2e0bab13a2cbf0fc2fe,2,2025-02-26,2025-02-27,False,True,SUPPORT_PULLBACK
2025-02-27,688178,万德斯,s6setup-a82e2950ef5eb410c141,KEY_CANDIDATE,s6event-97a04ca9c5e2ee2b4e4f,2,2025-02-26,,False,False,NONE
2025-02-28,600120,浙江东方,s6setup-b1c1dcfaa4a6e6244291,WATCH_CANDIDATE,s6event-0393c5d3967f19dc1996,1,2025-02-28,2025-02-28,True,True,SUPPORT_PULLBACK
2025-02-28,600186,莲花控股,s6setup-4d929ef3b104891ee150,KEY_CANDIDATE,s6event-d2e0bab13a2cbf0fc2fe,3,2025-02-26,2025-02-27,False,False,SUPPORT_PULLBACK
2025-03-03,600186,莲花控股,s6setup-1705233833b71d9111cb,KEY_CANDIDATE,s6event-d2e0bab13a2cbf0fc2fe,4,2025-02-26,2025-02-27,False,False,SUPPORT_PULLBACK
2025-03-03,688225,亚信安全,s6setup-b7da79bddadf3235431b,KEY_CANDIDATE,s6event-10744018ebd319a084f1,1,2025-03-03,2025-03-03,True,True,SUPPORT_PULLBACK
2025-03-04,002036,联创电子,s6setup-cfc0e0c32a83cacd1e5f,WATCH_CANDIDATE,s6event-231d4fce5a173092f63c,1,2025-03-04,2025-03-04,True,True,SUPPORT_PULLBACK
2025-03-04,603005,晶方科技,s6setup-87b9f7f054113f42440d,WATCH_CANDIDATE,s6event-377abc3323f352efdfb5,1,2025-03-04,2025-03-04,True,True,SUPPORT_PULLBACK
2025-03-04,603486,科沃斯,s6setup-1329ee6d6176dab5aff4,WATCH_CANDIDATE,s6event-a95e334a52fb0601e3a6,1,2025-03-04,,True,False,NONE
2025-03-04,688135,利扬芯片,s6setup-e4c6a22c1b5169163ff6,WATCH_CANDIDATE,s6event-5a0ec600ee6cb49b9730,1,2025-03-04,2025-03-04,True,True,SUPPORT_PULLBACK
2025-03-04,688225,亚信安全,s6setup-d497a32a40f10abe4f15,KEY_CANDIDATE,s6event-10744018ebd319a084f1,2,2025-03-03,2025-03-03,False,False,NONE
2025-03-04,688685,迈信林,s6setup-dcd16c635329d8c8710e,KEY_CANDIDATE,s6event-201da142dce16012430f,1,2025-03-04,,True,False,NONE
2025-03-05,002036,联创电子,s6setup-cfc0e0c32a83cacd1e5f,WATCH_CANDIDATE,s6event-231d4fce5a173092f63c,2,2025-03-04,2025-03-04,False,False,SUPPORT_PULLBACK
2025-03-05,603005,晶方科技,s6setup-fb99a9ea9bf6c482cf37,WATCH_CANDIDATE,s6event-021f5254cc1395bdb32d,1,2025-03-05,2025-03-05,True,True,SUPPORT_PULLBACK
2025-03-05,688225,亚信安全,s6setup-d497a32a40f10abe4f15,WATCH_CANDIDATE,s6event-10744018ebd319a084f1,3,2025-03-03,2025-03-03,False,False,SUPPORT_PULLBACK
2025-03-05,688466,金科环境,s6setup-62f194e30b1b2d2fada4,WATCH_CANDIDATE,s6event-b1b47d61e98afec01ef2,1,2025-03-05,2025-03-05,True,True,SUPPORT_PULLBACK
2025-03-06,002036,联创电子,s6setup-cfc0e0c32a83cacd1e5f,WATCH_CANDIDATE,s6event-231d4fce5a173092f63c,3,2025-03-04,2025-03-04,False,False,SUPPORT_PULLBACK
2025-03-06,300307,慈星股份,s6setup-5578ad8289ff4165fed9,KEY_CANDIDATE,s6event-31d02eb60f8c6a6014c3,1,2025-03-06,2025-03-06,True,True,SUPPORT_PULLBACK
2025-03-06,300603,立昂技术,s6setup-e4b882cc76f264f60fa3,WATCH_CANDIDATE,s6event-e6246efb01ae14a000f1,1,2025-03-06,2025-03-06,True,True,SUPPORT_PULLBACK
2025-03-06,300672,国科微,s6setup-53bbe2b1467590242655,WATCH_CANDIDATE,s6event-cf9334b6f5044ec03d90,1,2025-03-06,2025-03-06,True,True,SUPPORT_PULLBACK
2025-03-06,603501,豪威集团,s6setup-3d291caa03eb71207405,WATCH_CANDIDATE,s6event-caeba2f826388322f01d,1,2025-03-06,,True,False,NONE
2025-03-06,688048,长光华芯,s6setup-7a7cabda6a8687592f97,WATCH_CANDIDATE,s6event-6752ba00d6c4719a7f85,1,2025-03-06,2025-03-06,True,True,SUPPORT_PULLBACK
2025-03-06,688225,亚信安全,s6setup-d497a32a40f10abe4f15,WATCH_CANDIDATE,s6event-10744018ebd319a084f1,4,2025-03-03,2025-03-03,False,False,NONE
2025-03-06,688468,科美诊断,s6setup-5d40eefc6fbb0f7a552a,WATCH_CANDIDATE,s6event-cd663eb1c0b6b351ce96,1,2025-03-06,,True,False,NONE
2025-03-07,002518,科士达,s6setup-efe52db6cbf333d06fe7,WATCH_CANDIDATE,s6event-69b0cb3cbd448aa0c8e5,1,2025-03-07,2025-03-07,True,True,SUPPORT_PULLBACK
2025-03-07,300603,立昂技术,s6setup-e4b882cc76f264f60fa3,WATCH_CANDIDATE,s6event-e6246efb01ae14a000f1,2,2025-03-06,2025-03-06,False,False,SUPPORT_PULLBACK
2025-03-07,300672,国科微,s6setup-53bbe2b1467590242655,KEY_CANDIDATE,s6event-cf9334b6f5044ec03d90,2,2025-03-06,2025-03-06,False,False,SUPPORT_PULLBACK
2025-03-07,600050,中国联通,s6setup-db2f19295490f4aaa303,KEY_CANDIDATE,s6event-4bfc186b12f1fe57120f,1,2025-03-07,2025-03-07,True,True,SUPPORT_PULLBACK
2025-03-07,600143,金发科技,s6setup-e813f922d445d7fff884,KEY_CANDIDATE,s6event-79e66440755ed30d44d2,1,2025-03-07,2025-03-07,True,True,SUPPORT_PULLBACK
2025-03-07,600850,电科数字,s6setup-5bb2edf1d6217631e0ae,WATCH_CANDIDATE,s6event-e5239eaa5477694238b7,1,2025-03-07,2025-03-07,True,True,SUPPORT_PULLBACK
2025-03-07,601728,中国电信,s6setup-c1daba4df39d22dd0650,WATCH_CANDIDATE,s6event-1e60734ddcb1c7cb2558,1,2025-03-07,2025-03-07,True,True,SUPPORT_PULLBACK
2025-03-07,603501,豪威集团,s6setup-e9dfe6dc7b1f76c08f27,KEY_CANDIDATE,s6event-caeba2f826388322f01d,2,2025-03-06,2025-03-07,False,True,SUPPORT_PULLBACK
2025-03-07,688225,亚信安全,s6setup-6c0295ad1ca057113cb8,KEY_CANDIDATE,s6event-10744018ebd319a084f1,5,2025-03-03,2025-03-03,False,False,SUPPORT_PULLBACK
