code,name,candidate_type,classification,signal_date,entry_date,entry_price,signal_close,total_score,support_status,main_support_ma,main_support_distance,strength_trigger,high_trigger,max_drawdown,return_5d,return_10d,return_20d,exit_date_5d,exit_date_10d,exit_date_20d,risk_tags,warn_tags
688313,仕佳光子,WATCH_CANDIDATE,observe,2025-05-22,2025-05-23,28.691,28.691,80.46,SPRINT_MA20_SUPPORT,MA20,0.048674,ret_20d,new_120d_high,-0.06448,-0.005228,0.216096,0.334913,2025-05-29,2025-06-06,2025-06-20,,HIGH_5D_VOLATILITY
688019,安集科技,WATCH_CANDIDATE,observe,2025-05-28,2025-05-29,100.958,100.958,48.31,SPRINT_MA20_SUPPORT,MA20,0.041354,single_day_surge,new_120d_high,-0.012778,0.048892,0.065364,0.080875,2025-06-05,2025-06-12,2025-06-26,,
688297,中无人机,WATCH_CANDIDATE,observe,2025-05-28,2025-05-29,44.681,44.601,65.69,SPRINT_MA20_SUPPORT,MA20,0.012399,single_day_surge,new_120d_high,-0.027528,0.027528,-0.002014,0.096685,2025-06-05,2025-06-12,2025-06-26,,
688360,德马科技,WATCH_CANDIDATE,observe,2025-05-28,2025-05-29,19.79,19.361,77.25,SPRINT_MA20_SUPPORT,MA20,0.023057,ret_20d,new_120d_high,-0.158666,-0.015513,-0.099545,-0.098029,2025-06-05,2025-06-12,2025-06-26,,
688667,菱电电控,KEY_CANDIDATE,highlight,2025-05-28,2025-05-29,56.291,55.641,71.33,SPRINT_MA5_SUPPORT,MA5,0.024478,ret_20d,new_120d_high,-0.126841,-0.030378,-0.068395,-0.089357,2025-06-05,2025-06-12,2025-06-26,,
688178,万德斯,WATCH_CANDIDATE,observe,2025-06-12,2025-06-13,24.82,24.85,64.13,SPRINT_MA20_SUPPORT,MA20,0.006398,single_day_surge,new_120d_high,-0.095488,-0.007655,-0.070105,-0.088235,2025-06-19,2025-06-26,2025-07-10,,
688373,盟科药业,WATCH_CANDIDATE,observe,2025-06-26,2025-06-27,6.15,6.15,45.77,SPRINT_MA50_TESTING,MA50,0.009301,single_day_surge,new_120d_high,-0.001626,0.104065,0.173984,0.255285,2025-07-03,2025-07-10,2025-07-24,,
688117,圣诺生物,WATCH_CANDIDATE,observe,2025-07-03,2025-07-04,23.835,23.785,78.98,SPRINT_MA20_SUPPORT,MA20,0.002102,single_day_surge,new_120d_high,-0.006629,0.021565,0.170506,0.185484,2025-07-10,2025-07-17,2025-07-31,,
688619,罗普特,WATCH_CANDIDATE,observe,2025-07-03,2025-07-04,12.91,12.85,70.82,SPRINT_MA20_SUPPORT,MA20,0.042724,ret_20d,new_120d_high,-0.042603,-0.030209,0.008521,0.119287,2025-07-10,2025-07-17,2025-07-31,,
688552,航天南湖,WATCH_CANDIDATE,observe,2025-07-09,2025-07-10,36.871,37.321,68.59,SPRINT_MA20_SUPPORT,MA20,0.008614,single_day_surge,new_120d_high,-0.063465,-0.057227,0.016544,0.165442,2025-07-16,2025-07-23,2025-08-06,,
688049,炬芯科技,WATCH_CANDIDATE,observe,2025-07-10,2025-07-11,48.537,48.696,68.85,SPRINT_MA20_SUPPORT,MA20,0.023043,single_day_surge,new_120d_high,-0.074232,-0.053094,-0.052764,0.031213,2025-07-17,2025-07-24,2025-08-07,,
