code,name,board,board_label,candidate_type,classification,signal_date,entry_date,entry_model,signal_close,entry_price,total_score,support_status,main_support_ma,main_support_distance,strength_trigger,high_trigger,max_drawdown,return_5d,return_10d,return_20d,exit_date_5d,exit_date_10d,exit_date_20d
300773,拉卡拉,CYB,创业板,WATCH_CANDIDATE,observe,2025-07-10,2025-07-11,NEXT_OPEN,20.421,20.279,67.9,SPRINT_MA20_SUPPORT,MA20,0.031012,ret_20d,new_120d_high,-0.119089,-0.013068,-0.023275,-0.109226,2025-07-17,2025-07-24,2025-08-07
688049,炬芯科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-10,2025-07-11,NEXT_OPEN,48.696,48.537,68.85,SPRINT_MA20_SUPPORT,MA20,0.023043,single_day_surge,new_120d_high,-0.074232,-0.053094,-0.052764,0.031213,2025-07-17,2025-07-24,2025-08-07
688151,华强科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-10,2025-07-11,NEXT_OPEN,23.944,23.934,75.12,SPRINT_MA20_SUPPORT,MA20,0.039947,ret_20d,new_120d_high,-0.028411,0.041364,0.00376,0.115735,2025-07-17,2025-07-24,2025-08-07
688297,中无人机,KCB,科创板,KEY_CANDIDATE,highlight,2025-07-10,2025-07-11,NEXT_OPEN,51.621,51.991,73.38,SPRINT_MA5_SUPPORT,MA5,0.022162,single_day_surge,new_120d_high,-0.022312,0.028659,0.082707,0.14214,2025-07-17,2025-07-24,2025-08-07
688499,利元亨,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-10,2025-07-11,NEXT_OPEN,39.46,39.16,76.07,SPRINT_MA20_SUPPORT,MA20,0.044513,ret_20d,new_120d_high,-0.011747,0.112104,0.339377,0.344484,2025-07-17,2025-07-24,2025-08-07
688619,罗普特,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-10,2025-07-11,NEXT_OPEN,12.52,12.43,63.76,SPRINT_MA20_SUPPORT,MA20,0.024641,single_day_surge,new_120d_high,-0.000805,0.047466,0.168142,0.232502,2025-07-17,2025-07-24,2025-08-07
688543,国科军工,KCB,科创板,KEY_CANDIDATE,highlight,2025-07-15,2025-07-16,NEXT_OPEN,46.717,46.733,76.62,SPRINT_MA5_SUPPORT,MA5,0.008922,single_day_surge,new_120d_high,-0.08861,-0.051698,-0.0303,0.005713,2025-07-22,2025-07-29,2025-08-12
300130,新国都,CYB,创业板,WATCH_CANDIDATE,observe,2025-07-17,2025-07-18,NEXT_OPEN,32.02,31.85,64.18,SPRINT_MA20_SUPPORT,MA20,0.032105,single_day_surge,new_120d_high,-0.114286,-0.026374,-0.081633,-0.016327,2025-07-24,2025-07-31,2025-08-14
601162,天风证券,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2025-07-17,2025-07-18,NEXT_OPEN,4.84,4.85,63.31,SPRINT_MA20_SUPPORT,MA20,0.026756,single_day_surge,new_120d_high,-0.024742,0.030928,0.096907,0.039175,2025-07-24,2025-07-31,2025-08-14
688191,智洋创新,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-17,2025-07-18,NEXT_OPEN,17.7,17.214,68.76,SPRINT_MA20_SUPPORT,MA20,0.042068,single_day_surge,new_120d_high,0.0,0.148542,0.098757,0.028233,2025-07-24,2025-07-31,2025-08-14
688398,赛特新材,KCB,科创板,KEY_CANDIDATE,highlight,2025-07-17,2025-07-18,NEXT_OPEN,18.99,19.01,69.16,SPRINT_MA5_SUPPORT,MA5,0.02495,single_day_surge,new_120d_high,-0.048396,-0.023672,-0.045765,0.096791,2025-07-24,2025-07-31,2025-08-14
300180,华峰超纤,CYB,创业板,WATCH_CANDIDATE,observe,2025-07-24,2025-07-25,NEXT_OPEN,8.96,8.88,49.83,SPRINT_MA20_SUPPORT,MA20,0.038058,single_day_surge,new_120d_high,-0.084459,-0.022523,-0.060811,0.002252,2025-07-31,2025-08-07,2025-08-21
688626,翔宇医疗,KCB,科创板,KEY_CANDIDATE,highlight,2025-07-24,2025-07-25,NEXT_OPEN,45.624,45.554,76.46,SPRINT_MA10_SUPPORT,MA10,0.016724,single_day_surge,new_120d_high,-0.035562,0.005927,0.291303,0.29723,2025-07-31,2025-08-07,2025-08-21
002130,沃尔核材,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,23.39,23.1,44.67,SPRINT_MA20_SUPPORT,MA20,0.038499,single_day_surge,new_120d_high,-0.047186,-0.007792,0.04026,0.136797,2025-08-07,2025-08-14,2025-08-28
002229,鸿博股份,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,18.91,18.8,58.88,SPRINT_MA20_SUPPORT,MA20,0.016208,single_day_surge,new_120d_high,-0.058511,-0.011702,0.035638,0.268617,2025-08-07,2025-08-14,2025-08-28
300803,指南针,CYB,创业板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,88.69,88.52,73.17,SPRINT_MA20_SUPPORT,MA20,0.030161,single_day_surge,new_120d_high,-0.030728,0.005874,0.033439,0.765816,2025-08-07,2025-08-14,2025-08-28
688117,圣诺生物,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,28.256,28.306,73.94,SPRINT_MA20_SUPPORT,MA20,0.029778,ret_50d,new_120d_high,-0.073695,-0.045432,0.008832,0.026743,2025-08-07,2025-08-14,2025-08-28
688156,路德科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,19.82,19.7,67.72,SPRINT_MA20_SUPPORT,MA20,0.05941,single_day_surge,new_120d_high,0.0,0.079188,0.043147,0.18934,2025-08-07,2025-08-14,2025-08-28
688248,南网科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,32.97,32.95,57.66,SPRINT_MA20_SUPPORT,MA20,0.017461,single_day_surge,new_120d_high,-0.008194,0.038543,0.017299,0.123824,2025-08-07,2025-08-14,2025-08-28
688360,德马科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,21.4,21.43,74.15,SPRINT_MA20_SUPPORT,MA20,0.015654,single_day_surge,new_120d_high,-0.024732,0.140924,0.04293,0.013999,2025-08-07,2025-08-14,2025-08-28
688655,迅捷兴,KCB,科创板,WATCH_CANDIDATE,observe,2025-07-31,2025-08-01,NEXT_OPEN,23.02,23.42,62.69,SPRINT_MA20_SUPPORT,MA20,0.017441,single_day_surge,new_120d_high,-0.011956,0.090948,0.050811,0.046968,2025-08-07,2025-08-14,2025-08-28
300502,新易盛,CYB,创业板,WATCH_CANDIDATE,observe,2025-08-07,2025-08-08,NEXT_OPEN,130.44,130.0,68.05,SPRINT_MA20_SUPPORT,MA20,0.047029,ret_20d,new_120d_high,-0.011615,0.264077,0.411308,0.709308,2025-08-14,2025-08-21,2025-09-04
688238,和元生物,KCB,科创板,WATCH_CANDIDATE,observe,2025-08-07,2025-08-08,NEXT_OPEN,7.79,7.8,71.1,SPRINT_MA20_SUPPORT,MA20,0.01258,single_day_surge,new_120d_high,-0.052564,0.001282,0.024359,-0.037179,2025-08-14,2025-08-21,2025-09-04
688257,新锐股份,KCB,科创板,KEY_CANDIDATE,highlight,2025-08-07,2025-08-08,NEXT_OPEN,11.622,11.636,77.62,SPRINT_MA5_SUPPORT,MA5,0.001755,single_day_surge,new_120d_high,-0.013493,-0.011688,0.014696,0.039275,2025-08-14,2025-08-21,2025-09-04
688318,财富趋势,KCB,科创板,WATCH_CANDIDATE,observe,2025-08-07,2025-08-08,NEXT_OPEN,85.336,84.736,66.79,SPRINT_MA20_SUPPORT,MA20,0.022856,single_day_surge,new_120d_high,-0.020735,0.046781,0.230551,0.282477,2025-08-14,2025-08-21,2025-09-04
688334,西高院,KCB,科创板,KEY_CANDIDATE,highlight,2025-08-08,2025-08-11,NEXT_OPEN,18.414,18.314,65.97,SPRINT_MA5_SUPPORT,MA5,0.004562,single_day_surge,new_120d_high,-0.026209,0.009829,0.020203,0.003822,2025-08-15,2025-08-22,2025-09-05
300748,金力永磁,CYB,创业板,WATCH_CANDIDATE,observe,2025-08-14,2025-08-15,NEXT_OPEN,27.17,26.91,61.75,SPRINT_MA20_SUPPORT,MA20,0.002282,single_day_surge,new_120d_high,-0.001858,0.083984,0.567819,0.3233,2025-08-21,2025-08-28,2025-09-11
